0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417136479	1.03298978	0.910114972	0.652125874	0.529120562	0.37913145	0.271659555	0.194652577	0.139474666	0.0999379651	0.0716086811	0.0513098621	0.0367651228	0.0263433616	0.0188758434	0.0135251328	0.00969118114	0.00694403473	0.0049756183	0.0035651863	0.00255456761	0.00183042768	0.00131155874	0.000939772906	0.000673376712	0.000482495498	0.000345723132	0.000247721449	0.000177500174	0.000127184432	9.11316281e-005	6.52986649e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6314238	2.02828109	3.56627376	4.93428281	5.36821087	5.44852554	5.53592838	5.34382772	4.88516708	4.73544776	4.51257281	4.18749345	3.84020051	3.17033002	2.30156012	1.64913989	1.18166037	0.846696653	0.606684662	0.434708556	0.311482291	0.223186814	0.159920341	0.114587931	0.0821058406	0.0588314056	0.0421545441	0.0302050508	0.0216428646	0.0155077901	0.0111118172	0.00796196493	0.00570499717	0.0040878091
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84500799	2.87711398	5.21890989	7.40871059	9.19061949	9.92884841	10.2232927	10.4023666	10.2643781	9.88061465	9.77108018	9.59263127	9.30253766	8.97043691	8.33386656	7.42279572	6.38935437	4.93713279	3.53761023	2.53480849	1.81626965	1.30141407	0.932503933	0.668168265	0.478763483	0.343049026	0.245805368	0.176127242	0.126200684	0.0904267414	0.0647935915	0.046426637	0.0332661391	0.0238362302	0.0170794053
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102991975	2.5221452	5.59113464	8.61804613	11.2601919	13.3114873	14.2437742	14.6712655	14.9006494	14.7849172	14.440343	14.3440954	14.1871833	13.9149597	13.5911218	12.9803693	12.0665278	11.0703302	9.7169179	7.56201847	5.41842301	3.88246974	2.78191113	1.99332643	1.4282808	1.02340791	0.733303812	0.525435142	0.376490731	0.269767397	0.193296786	0.1385032	0.0992418791	0.0711099137	0.0509524797	0.036509047
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59881677	5.05665418	8.7868069	12.2308628	15.1263287	17.3032424	18.3217397	18.803445	19.035963	18.9069554	18.5684418	18.4617142	18.3067432	18.0376625	17.7144564	17.122117	16.2254486	15.2767969	14.0129664	11.8715943	8.50636899	6.09507972	4.36731546	3.12931827	2.24225452	1.60664557	1.15121186	0.82487934	0.591051875	0.423507174	0.303456151	0.217435833	0.155799583	0.111635279	0.0799901729	0.0573154634
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96395976	7.35950416	11.6839629	15.4986712	18.6105916	20.8859287	21.9673418	22.4854275	22.7135189	22.5644742	22.2224659	22.0990671	21.9397386	21.668657	21.3439882	20.7669419	19.8987756	19.0030862	17.8225998	15.7107638	11.2572541	8.06617506	5.77966699	4.14131236	2.96737997	2.12622066	1.52350368	1.09163809	0.782192869	0.560465682	0.401591209	0.287752676	0.206183802	0.14773715	0.105858293	0.0758507818
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20039085	9.43636404	14.2897973	18.4298661	21.7242084	24.0731921	25.1965698	25.735218	25.9505762	25.7745143	25.4209809	25.2761689	25.107697	24.8306161	24.5024861	23.9378639	23.1029215	22.2616049	21.1590943	19.0846045	13.6747167	9.79836268	7.02083365	5.03064714	3.60461619	2.58282036	1.85067166	1.32606419	0.950166511	0.680824055	0.487831753	0.349546725	0.250461173	0.179463273	0.128591054	0.0921395163
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31257934	11.2958517	16.6154624	21.0375488	24.482905	26.8830658	28.0295449	28.5747202	28.7691849	28.5595011	28.1876593	28.0177501	27.8364341	27.5501948	27.2168163	26.6620189	25.8613221	25.0735273	24.0441511	22.0102325	16.4862311	11.8129008	8.46431328	6.06494549	4.34572334	3.11384684	2.23116876	1.59870227	1.14552024	0.820801116	0.588129699	0.421413344	0.301955856	0.216360825	0.155029306	0.111083351
