0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05964895	0.721874623	0.920140208	0.659309269	0.472415735	0.338500665	0.242546325	0.173792036	0.124527436	0.0892278067	0.0639345173	0.0458110834	0.0328250757	0.0235201945	0.0168529558	0.0120756705	0.008652596	0.00619985595	0.00444239091	0.00318311218	0.00228079954	0.00163426429	0.00117100153	0.000839059261	0.000601212232	0.000430787389	0.000308672652	0.00022117362	0.000158477824	0.000113554323	8.13652277e-005	5.83007333e-005	4.17743008e-005	2.99325945e-005	2.14476412e-005	1.53679064e-005	1.10115861e-005	7.89014625e-006
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487696287	0.975305029	1.69509902	2.53757286	3.57446859	4.80301437	5.50031271	5.35320763	4.63250633	3.79712018	3.10346645	2.38513432	1.73019199	1.44288319	1.11705223	0.806132538	0.577619204	0.413882245	0.296559587	0.21249423	0.152258769	0.109098175	0.0781722585	0.0560128709	0.0401349758	0.0287579668	0.0206059836	0.0147648325	0.0105794648	0.00758051774	0.00543167831	0.00389196758	0.00278871663	0.00199820278	0.00143177486	0.00102591152	0.000735097723	0.000526720535	0.000377411755	0.00027042734	0.000193769656	0.000138842026
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630541248	1.87203377	3.44158139	4.87044037	6.237198	7.49271414	8.72409959	9.99550099	10.7705593	10.7161808	10.0575273	9.24458762	8.57324251	7.88547905	7.23093185	6.91868854	6.54562561	6.11337077	5.10805663	4.62489246	4.06476634	3.27867036	2.34926997	1.68332549	1.20615542	0.864248125	0.619260842	0.443719782	0.317939117	0.227813332	0.163235386	0.116963265	0.0838078414	0.0600509424	0.0430283805	0.0308311819	0.0220915071	0.0158292566	0.011342158	0.0081270113	0.00582325806	0.00417254673	0.00298976038	0.00214225692
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.899300897	1.88900255	3.7821633	5.76280911	7.79025838	9.62301844	11.2429153	12.6347299	13.8900375	15.1061256	15.8600894	15.8064513	15.1367578	14.3014873	13.6136871	12.9217763	12.2476106	11.8976986	11.4758776	10.9638257	10.0166774	9.44675538	8.78994553	7.95516143	6.8521001	5.79095177	4.90057763	3.82917589	2.74372442	1.96596445	1.40867509	1.00935981	0.723237904	0.518222603	0.371322721	0.266064356	0.190643442	0.136601995	0.0978796066	0.0701338028	0.0502530656	0.036007895	0.0258007842	0.0184870697	0.0132465643	0.00949157807
