0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156590268	0.944440059	1.51896333	1.6688637	1.52976103	1.68113229	2.00529068	1.43685356	1.02955056	0.737705213	0.528588883	0.378750485	0.271386582	0.194456983	0.139334517	0.099837544	0.461245145	0.330496588	0.236811153	0.169682606	0.1215829	0.0871179548	0.0624227423	0.0447278494	0.0320489045	0.0229640436	0.0164544562	0.0117901331	0.00844799951	0.00605325616	0.00433734757	0.00310784534	0.00222686849	0.001595621	0.00114331241	0.000819219137	0.000586996162	0.000420601129	0.000301373878	0.00021594382	0.0699554642	0.696747803	1.09118214	1.47732642	1.8013006	1.74610851	1.25114142	0.896482002	0.642357424	0.460269207	0.329797298	0.23631009	0.169323579	0.121325646	0.0869336239	0.0978381317	0.0701040847	0.0502317717	0.365811396	0.653626757	0.746773151	1.07812634	1.2449116	1.47889874	1.48699678	2.27042434	2.42334429	2.55832563	1.83975348	1.31824097	0.944560933	0.676807483	0.484953753	0.347484548	0.248983559	0.178404516	0.127832421	0.0915959325	0.0656313535	0.0470269198	0.0336962604	0.0241444257	0.017300237	0.0123961615	0.00888223782	0.0063644015	0.00456029295	0.00326759268	0.00234133247	0.00167763802	0.00120208017	0.00086132808	0.000617168538	0.000442220582
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223971325	0.160482467	0.114990713	0.082394446	0.0590382004	0.0423027191	0.0303112228	0.0217189402	0.0155623007	0.0111508757	0.435515128	0.89329969	1.6347799	3.05832687	4.60740798	5.87167782	6.54994005	6.7777957	6.98955962	7.23056002	6.79636707	6.50093934	6.08696227	5.98235446	5.89496095	5.69915443	5.58392368	5.51492769	5.46679933	5.64896813	5.30514972	4.78769246	4.09743242	3.53983974	2.94410543	2.42627603	1.83799827	1.31698331	1.27415533	1.51896944	1.08838916	0.779864914	0.558797629	0.400395997	0.286896269	0.205570159	0.147297456	0.105543239	0.0756250354	0.0541877057	0.480209835	1.64260728	2.48776567	3.68005161	4.99182922	5.8961046	6.68102641	7.24611205	7.314214	6.96676085	6.60901968	6.28068319	5.91664349	5.85125926	5.6607356	5.35531793	5.40509876	5.29075292	5.43242305	5.44744224	5.33818297	5.68652976	5.93531439	6.08547479	6.4269118	6.63198424	6.88219283	6.90411675	7.53150163	7.64727486	7.69055597	6.99384908	5.78886896	4.14790586	2.97210442	2.12960588	1.52592929	1.09337611	0.78343822	0.561358015	0.402230594	0.288210815	0.206512073	0.147972366	0.106026833	0.0759715459	0.0544359913	0.0390050922	0.0279483698	0.0200258821	0.0143491715	0.0102816307	0.00736711031	0.0052787652	0.00378240055	0.00271020842	0.00194194919
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51220622	0.367011794	0.262975442	0.188430138	0.135016094	0.0967432586	0.0693195739	0.0496696451	0.15489838	1.69501783	3.28735612	4.64891442	6.0212661	7.81439224	9.53218333	10.9902185	11.8262872	12.1561379	12.3165162	12.4352295	12.0785532	11.8591391	11.5074103	11.3989116	11.2822411	11.0713797	10.9599608	10.8692969	10.7517804	10.7418325	10.3999495	9.94490748	9.33681495	8.82816672	8.22245208	7.7818338	7.27417293	6.7828855	6.72938785	6.94527174	6.24988369	4.47823735	3.20879728	2.29920372	1.64745145	1.18045055	0.845829779	0.60606352	0.434263489	0.311163387	1.82112734	4.27129208	6.07901828	7.92705304	9.62883517	10.8206523	11.8190473	12.5026534	12.6279888	12.3660664	12.0545803	11.7616333	11.4140294	11.2902081	11.0758759	10.7636571	10.7644903	10.5901644	10.6889426	10.6889558	10.5624089	10.8289092	10.9834015	11.1113137	11.4096317	11.6008644	11.8264776	11.8336815	12.3275816	12.3998734	12.3657378	11.6709839	10.4382773	8.27155087	5.92682518	4.24675582	3.04293351	2.18035714	1.56229416	1.11943268	0.802108565	0.574735901	0.411816269	0.295079251	0.211433522	0.151498739	0.10855359	0.077782046	0.0557332713	0.039934634	0.0286144156	0.0205031247	0.0146911308	0.0105266552	0.00754267806	0.005404565	0.00387254004
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764295044	0.547641329	0.392402159	0.281168434	0.201465986	0.144356687	0.103436086	0.0741151944	1.88356501	4.62054278	6.95271828	8.86496083	10.6008625	12.5801969	14.3664757	15.9031644	16.8043135	17.1699491	17.2801008	17.3060785	16.9855201	16.7964177	16.4704011	16.3418711	16.1937789	15.9616308	15.8385612	15.7229914	15.5546269	15.4169227	15.0713505	14.6513766	14.098332	13.6242208	13.0296736	12.6451228	12.2001719	11.755357	11.7118548	11.9166964	11.2290563	8.04597039	5.76518971	4.13093894	2.95994709	2.12089477	1.51968751	1.08890368	0.780233583	0.559061791	3.16229619	6.76101738	9.41903242	11.8424831	13.900464	15.3487965	16.5235305	17.3050249	17.4852104	17.2867785	17.009168	16.7385969	16.3992509	16.2301059	15.9908837	15.665807	15.6156539	15.3918635	15.4432955	15.4173974	15.2660788	15.462355	15.5472401	15.6457079	15.8987664	16.0658704	16.2577622	16.2438774	16.6290952	16.6603178	16.5625472	15.8599602	14.606352	12.4913849	9.72576717	6.9688167	4.99337536	3.57790979	2.56368439	1.83696014	1.31623945	0.943126781	0.675779869	0.484217435	0.346956953	0.24860552	0.178133639	0.12763833	0.0914568599	0.0655317037	0.0469555175	0.0336450985	0.0241077665	0.0172739696	0.01237734	0.00886875168	0.00635473827
