0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230141102	0.641135848	0.987415929	1.06720436	1.4003596	1.52427888	1.45604869	1.55500452	1.96285304	2.51472459	2.57907553	2.40147769	2.11157444	1.5130092	1.08411846	0.776804824	0.556604979	0.398824895	0.285770525	0.204763529	0.14671948	0.105129101	0.0753282925	0.0539750801	0.0386748349	0.0277117301	0.0198563223	0.0142276767	0.0101945758	0.00730473276	0.00523406974	0.00375037485	0.002687261	0.00192550665	0.0013796858	0.000988588077	0.00070835431	0.000507558042	0.000363681229	0.000260588988	0.000186720169	0.000133790847	9.58653312e-005	6.86905114e-005	4.92189022e-005	3.52668845e-005	2.52698269e-005	1.81066222e-005	1.29739618e-005	9.29624982e-006	6.66105406e-006	4.7728538e-006	3.41989919e-006	2.45046485e-006	1.75583479e-006	1.2581106e-006	9.01475638e-007	6.45935521e-007	4.62833025e-007	3.31634354e-007	2.37626398e-007	1.70266755e-007	1.22001461e-007
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302092322	1.10929053	1.10298208	1.08455167	1.42321011	1.4539773	1.71929751	1.94183552	2.05943492	2.20894187	2.38811764	2.98985955	3.13508946	3.0722913	3.16940904	3.01934881	2.90352963	2.66025788	2.30834721	2.24736375	2.15059187	2.03493271	1.96457405	1.92954335	1.73184792	1.54005981	1.73497102	2.09417808	2.61131405	3.54567413	4.05018917	4.05988863	4.66321336	5.37395658	6.10793295	6.65063311	6.90961862	7.26466515	7.46558835	7.52379916	7.68880676	7.98637557	8.38235653	8.42995738	8.29251753	7.92337728	7.07523009	5.52477912	5.17844247	5.24710616	5.14164468	4.82929921	4.48030863	3.83927391	3.21823325	2.85277426	2.55752394	2.23678869	2.03659637	2.18654578	2.14255925	1.90420257	2.34941182	2.48639006	2.2284923	2.6530306	2.35770502	2.26935327	2.09888034	1.7937201	1.70924843	1.59545922	1.14319649	0.819136077	0.586936647	0.420558485	0.301343322	0.215921926	0.15471482	0.110858013	0.0794332373	0.0569164016	0.0407823838	0.0292218549	0.020938374	0.0150030006	0.0107501197	0.00770279733	0.00551929547	0.00395474802	0.00283370078	0.00203043533	0.00145487049	0.00104246026	0.000746955416	0.000535216943
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792561508	0.397297622	0.914559281	1.64236206	2.40335777	3.57431629	4.85016838	5.51672674	5.95184145	6.57619952	6.90601959	7.35483218	7.70861854	7.95441124	8.15823999	8.35533147	8.85577308	8.98670912	8.95788523	9.01785819	8.91455633	8.84088254	8.64387359	8.33253751	8.29569902	8.21932678	8.11440601	8.00804926	7.92726284	7.77408178	7.61673314	7.82481118	8.18628165	8.69929894	9.58036782	10.0428093	10.0072757	10.5777363	11.2636826	11.9615193	12.4597689	12.7113041	12.9966492	13.18434	13.2760153	13.4488349	13.6587325	13.9377213	13.9574125	13.8227527	13.3938795	12.5293629	11.1146309	10.7300201	10.7788609	10.6792096	10.3439918	9.94771759	9.28864981	8.6884539	8.2279126	7.84789786	7.55228784	7.35194419	7.4207003	7.27404225	7.00351291	7.24689961	7.28463984	7.03527291	7.27371179	7.03350714	7.00394476	6.85933292	6.58277446	6.45440665	6.28970324	5.78429896	5.24997949	4.75715174	3.59630172	2.71684556	1.94670491	1.39487502	0.999471628	0.716152715	0.513145844	0.367685064	0.263457861	0.188775806	0.135263776	0.0969207306	0.0694467381	0.0497607623	0.0356551442	0.0255480272	0.0183059614	0.0131167945	0.00939859397	0.00673438685	0.00482539904
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156787621	0.112343239	0.0804974486	0.0576789423	0.901315434	2.27516642	3.51677201	4.63037293	5.68403044	6.74013515	7.70846784	8.87709248	10.0495579	10.8452081	11.3571927	12.0077488	12.4099571	12.8879899	13.2627116	13.5410788	13.7434844	13.9273683	14.3446362	14.4496148	14.4284837	14.4556827	14.3717207	14.3127346	14.1374491	13.8508324	13.8257836	13.7621152	13.6658846	13.5418798	13.4358766	13.3105205	13.177107	13.3921297	13.7529059	14.2599831	15.0963867	15.5184144	15.4386839	15.9713932	16.6305874	17.2931654	17.75677	17.9992887	18.2397865	18.4167299	18.5268672	18.7018301	18.8592249	19.0614707	19.0566913	18.9107567	18.4394018	17.5600523	16.2447587	15.8393576	15.8613412	15.7518079	15.3932407	14.9538791	14.2764786	13.6753958	13.1449998	12.7011211	12.4014775	12.182559	12.1750273	11.945427	11.6346573	11.7243	11.6795529	11.4174449	11.5129725	11.2971522	11.2894877	11.1512241	10.8851832	10.722162	10.5186942	10.0121707	9.50822428	8.99707047	7.89050406	6.98327581	5.44971596	3.90489212	2.79797747	2.00483846	1.43652953	1.02931839	0.737538852	0.528469681	0.378665073	0.271325381	0.194413131	0.139303095	0.0998150295	0.0715205939	0.0512467449	0.0367198973	0.0263109561	0.0188526239	0.0135084953
