0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0568681691	0.413451715	0.296251099	0.300017919	0.269428627	0.196882693	0.141072614	0.101082945	0.0724290952	0.0518977145	0.0371863374	0.0266451751	0.0190921022	0.013680089	0.00980221211	0.00702359189	0.0050326235	0.00360603231	0.00258383506	0.00185139872	0.00132658515	0.000950539798	0.000681091527	0.000488023405	0.00034968405	0.00025055957	0.000179533777	0.000128641573	9.21757147e-005	6.60467857e-005	4.73245899e-005	3.39095504e-005	2.42972546e-005	1.74097437e-005	1.24746265e-005	8.93846045e-006	6.40468678e-006	4.58915861e-006	3.28827583e-006	2.35615259e-006	1.68825711e-006	1.20968908e-006	8.66780099e-007	6.21075081e-007	4.45019741e-007	3.18870579e-007	2.28480754e-007	1.63713614e-007	1.1730593e-007	8.40533719e-008	6.02268728e-008	4.31544401e-008	3.09215075e-008	2.21562283e-008	1.58756313e-008	1.13753869e-008	8.15082088e-009	5.84031837e-009	4.18477098e-009	2.99851943e-009	2.14853306e-009	1.53949121e-009	1.10309365e-009	7.90401141e-010	5.66347165e-010	4.05805477e-010	2.9077233e-010	2.08347479e-010	1.49287492e-010	1.06969162e-010
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458864986	1.21335709	2.02065042	3.03834707	3.97351376	4.8763538	5.3101934	5.75029017	6.03380991	6.1633902	6.0458927	6.04850259	6.07416098	6.08182832	5.90732036	5.67331221	5.45883866	5.31186368	5.0669087	4.65243146	4.17166609	3.75984669	3.4975418	3.40279087	3.23842573	3.0622202	2.98130387	2.89699116	2.6929031	2.66781382	2.56512167	2.21501714	1.95595215	1.85036292	1.78487427	1.97441338	2.27036727	2.06196365	1.97783016	1.54845423	1.24091357	0.889153427	0.63710627	0.811018385	0.71685248	0.706013195	0.671476916	0.634080588	0.454338595	0.325547829	0.233265212	0.167141828	0.119762353	0.085813476	0.0614880424	0.0440581076	0.0315690136	0.0226201867	0.016208072	0.0116135911	0.00832150164	0.00596261647	0.0042724014	0.00306130937	0.00219352402	0.00157172864	0.00112619278	0.000806952389	0.000578206653	0.000414303171	0.000296861194	0.00021271034	0.000152413619	0.00010920913
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359756181	1.02652453	1.89122176	3.06417066	4.43666479	5.78157408	7.03521131	8.29577279	9.3922879	10.3613687	10.9437168	11.4988533	11.8650089	12.0426817	11.9885127	12.020423	12.0684351	12.0940092	11.9356808	11.7167658	11.5092904	11.3597807	11.1054682	10.6999517	10.2184773	9.83087288	9.58827491	9.48560664	9.31899312	9.1521503	9.05581826	8.9437364	8.7551529	8.70765506	8.58461739	8.26577275	8.03125571	7.91822969	7.85670441	7.92690963	8.06892387	7.91763671	7.87788815	7.49904574	7.21386455	6.86474695	6.64827678	6.78933621	6.72628144	6.69268884	6.65043127	6.58517063	6.32213094	5.94208853	5.50966074	4.97314536	4.38757677	3.53870679	2.53559421	1.81683264	1.30181747	0.932792981	0.668375377	0.478911885	0.343155361	0.24588156	0.176181837	0.126239802	0.090454771	0.0648136756	0.0464410279	0.0332764506	0.0238436188	0.0170846994	0.0122417221	0.00877157715	0.00628510967	0.00450347787
