0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.829695437	1.43770369	1.52057357	1.47920425	1.64402879	1.79140378	1.424518	1.24744256	0.893831655	0.640458367	0.458908473	0.32882229	0.235611466	0.168822993	0.12096696	0.0866766145	0.0621065082	0.0445012577	0.0318865445	0.0228477075	0.0163710978	0.0117304042	0.00840520187	0.00602259032	0.00431537453	0.00309210097	0.00221558716	0.00158753757	0.00113752038	0.000815068966	0.000584022434	0.00041847036	0.000299847116
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11974241	2.4672336	4.35668646	5.70077005	6.30498991	6.61114853	6.97071505	7.18092252	6.97101377	6.89102683	6.47385171	6.2345971	5.84289909	5.436639	4.58121614	3.68253944	2.63865481	1.89067879	1.35473055	0.970706858	0.695541857	0.498377519	0.357103097	0.25587555	0.183342843	0.131370888	0.0941313543	0.0674480626	0.0483286487	0.03462899	0.0248127556	0.0177791163	0.0127392935	0.00912810266	0.00654057136
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62436786	5.18585682	7.92497262	9.84960216	10.8547173	11.425497	11.933258	12.2017771	12.099946	12.0849081	11.7381371	11.5179012	11.1123888	10.6686953	9.84642016	8.91924091	7.33116113	5.25300649	3.76394362	2.69698346	1.93247309	1.38467748	0.992164767	0.710917121	0.509394377	0.36499702	0.261531793	0.187395719	0.1342749	0.0962121699	0.0689390322	0.0493969751	0.0353944793	0.0253612527	0.0181721316
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08275033	7.75690983	11.2488009	13.6811519	15.0281342	15.8225924	16.4565524	16.7842789	16.7641771	16.7969074	16.5062976	16.3033415	15.8996385	15.4400286	14.6497847	13.7191463	12.1579656	8.94173079	6.40703008	4.59083766	3.28947893	2.35701465	1.68887479	1.21013167	0.867097231	0.621302315	0.445182562	0.318987245	0.228564349	0.163773512	0.117348849	0.0840841248	0.0602489082	0.0431702291	0.0309328209
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984848667	6.16610637	10.6515704	14.6677481	17.4416032	19.0059541	19.9351407	20.6358277	20.9894328	21.0113308	21.0645267	20.8088442	20.6128956	20.2127599	19.7443818	18.9813711	18.0585665	16.5295931	13.4460691	10.1018699	7.23830608	5.18647294	3.71627025	2.66282399	1.90799677	1.36713942	0.979598203	0.701912784	0.502942487	0.36037404	0.258219283	0.185022201	0.1325742	0.0949935655	0.068065864	0.0487713227
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26417036	8.36003643	13.4980821	17.9188241	20.9464007	22.66081	23.6762501	24.4115567	24.7730499	24.8146615	24.8733317	24.64021	24.4454231	24.0493039	23.5757851	22.8364504	21.9269992	20.432085	17.4673087	14.0250749	10.0494053	7.20071353	5.1595367	3.6969696	2.64899447	1.89808748	1.36003911	0.974510605	0.698267361	0.500330427	0.358502417	0.256878207	0.184061278	0.131885669	0.0945002111	0.0677123601
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4365034	10.3675756	16.0845189	20.8547189	24.094838	25.9261052	27.0036164	27.7580232	28.118905	28.1684325	28.2250729	28.0074734	27.8107986	27.4185961	26.9417379	26.2233196	25.3294895	23.8684296	21.0110099	17.5059374	12.5435522	8.98784792	6.44007445	4.61451499	3.30644447	2.36917099	1.69758519	1.21637294	0.8715693	0.624506693	0.447478599	0.320632427	0.229743173	0.164618177	0.117954078	0.0845177902
