0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306631824	1.15941611	1.03883482	1.29186369	2.26066793	3.0546181	3.32786032	2.38451612	1.70858046	1.2242514	0.877214457	0.628551625	0.45037692	0.322709164	0.231231221	0.165684409	0.118718067	0.0850652122	0.060951888	0.0436739362	0.0312937427	0.0224229465	0.0160667432	0.0115123246	0.00824894102	0.00591062452	0.00423514753	0.00303461581	0.00217439725	0.00155802371	0.00111637277	0.000799916044	0.000573164891
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84569053	3.80932374	4.56194642	5.48353928	6.94157368	8.11541935	8.65880814	7.85231334	5.6866087	4.07463318	2.91960226	2.09198643	1.49897378	1.07406165	0.769598799	0.551441636	0.395125198	0.283119576	0.202864041	0.145358437	0.104153871	0.07462951	0.0534743806	0.038316068	0.0274546624	0.0196721253	0.0140956937	0.0101000059	0.00723697045	0.00518551592	0.00371558452	0.00266233264	0.0019076447
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25384931	6.24371803	7.80509841	9.33983716	11.2506114	12.7840615	13.6066755	13.0410822	11.15828	9.01238089	7.14557101	5.32844963	3.81800099	2.73571726	1.96022707	1.40456407	1.00641414	0.72112724	0.516710246	0.37023907	0.265287886	0.190087077	0.136203342	0.0975939592	0.0699291275	0.0501064094	0.0359028112	0.0257254883	0.0184331179	0.0132079061	0.00946387828	0.0067811651	0.00485891712
