0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252999379	0.181281976	0.129894212	0.0930732701	0.0666899122	0.0477854102	0.0342397426	0.0245338476	0.01757927	0.0125960974	0.00902549816	0.00646705202	0.00463384526	0.00332029522	0.00237909548	0.00170469641	0.00122146835	0.000875220317	0.000627122761	0.000449353094	0.000321975561	0.000230705571	0.000165307765	0.00011844819	8.48718365e-005	6.08133282e-005	4.35746538e-005	3.12226038e-005	2.23719732e-005	1.60302193e-005	1.1486154e-005	8.230189e-006	5.89718811e-006	4.22551993e-006	3.02771733e-006	2.16945427e-006
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449335782	0.406583731	0.291329973	0.680074258	1.56412999	2.13757519	2.64818169	3.22146635	4.10890133	4.2482435	4.41890876	4.3200667	4.13530147	3.57853608	2.88559877	2.10827065	1.51064193	1.08242224	0.77558943	0.55573411	0.39820089	0.285323406	0.204443154	0.146489921	0.104964615	0.0752104332	0.0538906303	0.038614324	0.0276683722	0.019825255	0.0142054159	0.0101786253	0.00729330372	0.00522588047	0.00374450698	0.0026830565	0.00192249399	0.00137752714	0.000987041324	0.000707246014	0.000506763913	0.000363112211	0.000260181268	0.000186428025
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959840902	1.62220224	2.52400148	3.021961	2.59313445	2.67788429	3.04998902	3.61522664	4.57978493	5.02817054	5.07315384	5.59917799	6.53351873	7.33850845	8.03822265	8.7273438	9.53130302	9.75046889	10.0183752	9.98470269	9.78322464	9.23325262	8.53350126	7.74832211	6.57929968	5.75380343	5.0062539	4.56531395	3.60130598	2.58044849	2.05898552	1.49650857	1.07229525	0.768333121	0.859925897	0.61616383	0.441500676	0.316349058	0.226674005	0.162419022	0.116378315	0.0833887064	0.0597506191	0.0428131894	0.0306769907	0.0219810244	0.0157500922	0.0112854342	0.00808636696	0.00579413511	0.00415167923	0.00297480816
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.644213601	1.10540386	2.38518942	4.1679205	5.69341734	7.14448406	7.98597698	7.9035171	8.11247172	8.57046431	9.21574993	10.0686136	10.5165729	10.5851343	10.9689259	11.7663192	12.6010324	13.3332815	14.0234182	14.712511	14.9458715	15.2375054	15.214181	14.9771955	14.4165884	13.7034566	12.9087871	11.7656395	10.9399801	10.149774	9.66497063	8.77258767	7.77125232	7.11198442	6.11770876	4.38352987	3.14093641	3.51589597	2.51924955	1.80512118	1.29342585	0.926780117	0.664066972	0.475824777	0.340943351	0.244296586	0.175046153	0.12542605	0.0898716917	0.064395881	0.046141665	0.0330619477	0.0236899207	0.0169745699	0.0121628108
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.845664066	3.07154716	4.69791696	6.60605141	8.686657	10.5776069	12.235602	13.1869382	13.2344399	13.4459704	13.8989705	14.5367628	15.2674098	15.6762738	15.7202296	15.9742319	16.6519716	17.480983	18.213194	18.8810218	19.473458	19.7024171	19.9883938	19.9525064	19.6764468	19.1001092	18.372833	17.5701711	16.4505476	15.6197281	14.8062587	14.2917792	13.4472061	12.4942467	11.735385	10.4453414	8.81138073	7.32080672	7.47882307	5.70689698	4.08917037	2.93001861	2.09945007	1.50432171	1.07789361	0.772344519	0.553409031	0.396534898	0.28412967	0.203587805	0.145877037	0.104525464	0.0748957679	0.0536651627	0.0384527694	0.0275526132
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61511095	6.03966343	8.52910161	10.9114549	13.2150533	15.3354416	17.1121208	18.1166743	18.2231006	18.4077237	18.8323125	19.4328068	20.0546215	20.4127012	20.4114043	20.5523999	21.1277144	21.9317711	22.6460424	23.2799753	23.7905028	24.0035468	24.266379	24.2038715	23.886541	23.2910825	22.5484886	21.738209	20.6393079	19.8001775	18.9752875	18.4395836	17.6269712	16.7068642	15.8838618	14.4143601	12.8844404	11.432789	11.3760231	9.74653054	7.33829542	5.25811844	3.76760649	2.69960802	1.93435367	1.38602497	0.993130289	0.711608948	0.509890092	0.365352216	0.261786302	0.187578082	0.134405569	0.0963057985	0.06900612	0.0494450456
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24636531	8.77937374	12.0496474	14.8856977	17.4214459	19.7263989	21.5954875	22.6380117	22.7739614	22.9243419	23.3141357	23.8658585	24.3931664	24.6969232	24.640782	24.682672	25.1688442	25.9375604	26.6242367	27.2190702	27.6588569	27.8490575	28.0789055	27.981569	27.6218848	27.0050796	26.2460399	25.4279319	24.3467842	23.4974533	22.6678213	22.1157463	21.3245281	20.426644	19.5625512	17.9980484	16.5698579	15.1769594	14.964588	13.4662191	11.2582167	8.15860011	5.84589243	4.18876496	3.00138125	2.15058364	1.54096051	1.10414646	0.791155508	0.566887693	0.406192781	0.291049846	0.208546328	0.149429973	0.107071255	0.0767199065
