0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261414784	0.600794198	0.430487854	0.308458026	0.221019834	0.181688971	0.130185837	0.49936369	1.39406585	2.50142439	2.98739738	3.54284791	3.41709505	3.48740283	3.63900759	3.94779894	3.84852251	3.45724015	2.58202609	2.06328801	2.76281633	3.25179215	3.30493347	2.58628879	1.8531569	1.32784494	0.951442476	0.681738324	0.488486855	0.350016126	0.250797514	0.179704271	0.128763737	0.0922632492	0.0661095069	0.0473695316	0.0339417526	0.0243203284	0.0174262768	0.012486473	0.00894694884	0.00641076898	0.0045935167	0.00329139854	0.00235839011	0.00168986036	0.00121083786	0.000867603235	0.000621664883	0.000445442353	0.000319173393	0.00022869773	0.000163869084	0.00011741733
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68919841	2.18542141	3.68308018	4.88853749	5.19484731	4.8729921	4.82610197	5.09983441	5.31462713	5.80212765	6.72305811	7.83672208	8.36303416	8.87636628	8.9052075	9.06977327	9.22523948	9.56584112	9.52422015	9.21116014	8.50171945	8.15538113	8.77740317	9.37691397	9.58806807	8.97171096	6.42851182	4.60623	3.30050802	2.36491733	1.69453732	1.21418904	0.870004467	0.623385441	0.446675187	0.320056757	0.229330688	0.164322618	0.117742301	0.0843660452	0.060450913	0.0433149719	0.0310365336	0.0222386481	0.0159346877	0.0114177026	0.00818114143	0.00586204399	0.00420033806	0.00300967374	0.00215652547	0.00154521802	0.00110719709	0.000793341384	0.000568453941	0.000407315048
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13688539	3.21955624	5.71886338	7.92095456	9.60513118	10.2133453	10.0184337	9.95712675	10.2800052	10.5526777	11.0172597	11.876878	12.928465	13.4448876	13.9092574	14.0219893	14.2346397	14.3861032	14.7398312	14.7527116	14.5198186	13.9593347	13.7642568	14.372785	15.0706015	15.4164333	14.9196618	12.548046	9.94130484	7.8447451	5.62100549	4.02762643	2.88592044	2.06785236	1.48168096	1.0616708	0.760720369	0.545079963	0.39056686	0.279853384	0.200523712	0.143681518	0.102952307	0.0737685512	0.0528574767	0.037874037	0.0271379334	0.019445179	0.0139330796	0.00998348777	0.00715348158	0.00512569353	0.0036727199	0.00263161881	0.00188563727	0.00135111815	0.000968118456
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81492202	6.03487102	9.31851424	12.0577247	14.0968647	14.9271279	14.8253142	14.7578793	15.0970241	15.3815708	15.8073531	16.6030128	17.5878145	18.0898124	18.5213851	18.6866255	18.9274831	19.0764644	19.4370455	19.5052693	19.3552618	18.9336074	18.8764777	19.513573	20.3028194	20.7698154	20.4035317	18.234294	15.5797699	13.6938175	10.5163951	7.53532639	5.39929729	3.86876556	2.77209166	1.98629047	1.42323931	1.01979553	0.730715428	0.523580483	0.37516181	0.268815183	0.192614496	0.138014317	0.0988915794	0.070858913	0.0507726298	0.036380179	0.0260675373	0.0186782067	0.0133835199	0.00958971106	0.00687132824	0.00492352183	0.00352785755	0.00252782039	0.00181126246
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35894127	8.63449041	12.6234354	15.8372085	18.1843754	19.2077621	19.1922794	19.1353745	19.4790679	19.7538274	20.1367766	20.871355	21.7905024	22.2774312	22.688163	22.8872044	23.1444496	23.2919863	23.6563218	23.7796777	23.7129217	23.4220255	23.4931359	24.1843542	25.0611973	25.6418509	25.4125796	23.4621625	20.8971932	19.2251225	16.323674	12.2714191	8.792856	6.30035664	4.5144028	3.23471095	2.31777168	1.66075598	1.18998366	0.85266055	0.610957981	0.437770523	0.313676287	0.224758881	0.161046775	0.115395057	0.0826841714	0.0592457977	0.0424514691	0.0304178068	0.021795311	0.0156170227	0.0111900858	0.00801804682	0.00574518159	0.0041166025	0.00294967458
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7680612	11.0088294	15.6272723	19.2582633	21.871529	23.0602755	23.1194094	23.0784837	23.4174395	23.668303	24.0061183	24.6820252	25.5375604	26.0090115	26.4063319	26.6274001	26.8936771	27.0400196	27.4065196	27.5836444	27.5985308	27.4310226	27.6225994	28.3825424	29.344918	30.0352829	29.9467616	28.2231578	25.8323334	24.3729665	21.7420208	18.0210421	12.9126409	9.25231151	6.62957089	4.75029512	3.40373519	2.43888284	1.74753591	1.2521642	0.897214855	0.642882536	0.460645466	0.330066899	0.236503268	0.169461997	0.121424826	0.08700469	0.0623415846	0.0446696973	0.0320072368	0.0229341873	0.0164330633	0.0117748044	0.00843701601	0.00604538614	0.00433170845
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22247494	7.91907213	13.782705	18.7801751	22.6476575	25.3976069	26.6598936	26.732635	26.6728936	26.9757218	27.1763486	27.4556062	28.0663118	28.8546859	29.3058572	29.6910155	29.9242755	30.193401	30.3371646	30.7042339	30.9323009	31.0253819	30.9737133	31.2787721	32.1149509	33.1615576	33.9594919	34.0135422	32.5195333	30.3506263	29.1016402	26.7373268	23.3418571	18.2821388	13.0997249	9.38636302	6.725623	4.81911946	3.45304998	2.47421843	1.77285497	1.2703061	0.910214093	0.652196897	0.467319497	0.334849052	0.23992983	0.171917236	0.123184082	0.0882652518	0.0632448165	0.0453168913	0.0324709715	0.0232664678	0.0166711526	0.0119454029	0.00855925516	0.00613297432
