0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652436434	1.40563559	1.48739104	1.36499993	1.10392682	1.12398278	1.03275976	0.976085986	0.810549729	0.580784259	0.416150107	0.298184581	0.213658589	0.153093069	0.109695977	0.0786006023	0.0563197925	0.0403548948	0.237621823	0.43818907	0.387799042	0.339445558	0.243223371	0.2240608	0.160546579	0.169677641	0.171323857	0.122758908	0.0879606009	0.0630265247	0.0451604783	0.0323588967	0.0231861627	0.0166136115	0.0119041728	0.00852971257	0.00611180613	0.00437930045	0.00313790589	0.00224840782	0.0016110546	0.00115437107	0.000827143013	0.000592673867	0.000424669383	0.000304288909	0.000218032531	0.000156227135	0.000111941634	8.02096857e-005	5.74727512e-005	4.11810257e-005	2.95074943e-005	2.11430436e-005	1.51496527e-005	1.08552005e-005	7.77809106e-006	5.57324578e-006	3.9934051e-006	2.86139979e-006	2.05028254e-006	1.46909164e-006	0.0205540134	0.428114464	1.17426088	0.841394684	0.602885636	0.431986435	0.309531806	0.221789231	0.158918928	0.113870388	0.0815916983	0.0584630065	0.0418905747	0.0556068047	0.0398440167	0.0285494855	0.0204566002	0.0146577946	0.0105027688	0.00752556266	0.00539230128	0.0038637527	0.00276849979	0.00198371678	0.00142139518	0.130105655	0.243814896	0.174701007	0.125178742	0.0896944878	0.0642689089	0.0460506855	0.0329967581	0.0236432103	0.0169411005	0.0121388289	0.00869785099	0.00623228257	0.0044656256	0.00319976056	0.00229272863	0.00164281185	0.00117712613	0.000843447727	0.000604356705	0.000433040502	0.000310287078	0.000222330407	0.000159306698	0.000114148237	8.17907858e-005	5.8605659e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136986308	0.823087751	1.8026647	3.4443892	4.92423894	5.75398198	6.17707303	6.39702327	6.72401877	6.84592258	6.90340728	6.85292922	6.52254773	6.03301505	5.62142972	5.60078566	5.19578249	4.86383843	4.29280285	4.13578487	4.54887145	5.23208798	5.75243423	6.00091539	6.17664868	6.27153598	6.40692612	6.43264953	6.45078884	6.38604518	5.85319497	5.21043787	4.37002406	3.62068894	2.59433699	1.85892368	1.33197702	0.954403242	0.683859806	0.490006963	0.351105331	0.251577963	0.180263488	0.129164433	0.0925503605	0.0663152311	0.0475169395	0.0340473749	0.0243960102	0.0174805051	0.0125253293	0.00897479059	0.00643071846	0.00460781113	0.00330164095	0.00236572911	0.00169511898	0.00121460583	0.000870303105	0.000623599424	0.000446828513	0.875827025	2.02689747	2.9956486	3.88105006	4.61246446	5.34521138	6.10962934	5.9191625	5.67932765	5.35763296	5.17575314	4.91992312	4.80773869	4.71870227	4.63323644	4.69673538	4.80653752	5.0851906	5.17721647	5.16309766	5.24192413	5.35463624	5.32165533	5.27838535	5.45115216	5.32510411	5.21286164	5.1888245	5.24531458	5.4817022	5.7290065	5.79448723	5.64765718	5.40856964	4.96073968	4.27213133	3.37462871	2.41802713	1.73259215	1.24145652	0.889542469	0.637385031	0.456706332	0.327244386	0.234480849	0.16801287	0.120386482	0.0862606837	0.0618084807	0.0442877117	0.0317335321	0.0227380694	0.0162925386	0.0116741141	0.00836486825	0.00599369001
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595124509	1.97950943	3.32784867	4.82758632	6.40804054	8.24700228	9.87185717	10.9372832	11.5342473	11.9281644	12.3525252	12.5416179	12.6249484	12.6119917	12.3471408	11.919209	11.5340102	11.3918865	11.0297405	10.6853527	10.1755026	10.0686509	10.4867324	11.1339635	11.6151282	11.8767182	12.0663208	12.2019906	12.3684677	12.4243735	12.4238776	12.3103334	11.8591069	11.2780484	10.4723656	9.68296775	8.63025915	7.70248117	6.89756112	6.11570807	5.02910495	3.60351116	2.58202857	1.85010432	1.32565767	0.949875229	0.680615343	0.487682203	0.349439568	0.250384392	0.179408256	0.128551633	0.0921112702	0.0660006091	0.047291503	0.0338858426	0.0242802672	0.0173975717	0.0124659048	0.00893221113	0.00640020895	0.0045859501	0.955606661	3.28087977	5.38434489	7.03486646	8.43619703	9.54893094	10.4359819	11.167157	11.1513375	11.0140315	10.8344265	10.7459373	10.5471644	10.4444557	10.3606973	10.3246758	10.4049046	10.4809147	10.6907085	10.7969543	10.8310736	10.8991165	11.0288312	11.0288755	11.0065218	11.1640704	11.0531569	10.9461954	10.9074165	10.9198311	11.0639157	11.2743054	11.3404346	11.2010892	10.9730844	10.5686352	9.93225213	9.09845641	7.6863575	5.60817716	4.01843453	2.87933416	2.06313308	1.47829945	1.05924784	0.758984245	0.543835976	0.389675504	0.2792147	0.200066075	0.143353607	0.102717348	0.0736001958	0.0527368448	0.0377876005	0.0270759989	0.019400801
