0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0854299184	0.0612132114	0.0438611826	0.0314279106	0.022519082	0.0161356273	0.0115616822	0.235739371	0.598341703	0.756739272	1.05680342	0.937188961	0.828608266	0.593723767	0.425421669	0.304827946	0.218418768	0.156503886	0.112139934	0.0803517742	0.057574562	0.0412539764	0.0295597658	0.0211804977	0.0151764898	0.0108744301	0.00779186966	0.00558311858	0.00400047927	0.00286646866	0.00205391454	0.00147169408	0.00105451489	0.000755592934	0.000541405996	0.000387934348	0.000277967106	0.000199172135	0.000142713071	0.000102258384	7.32713338e-005	5.25012048e-005	3.76187571e-005	2.69550173e-005	1.93141139e-005	1.38391673e-005	9.91619671e-006	7.10526542e-006	5.09114515e-006	3.6479649e-006	2.61388107e-006	1.87292763e-006	1.34201129e-006	9.61593108e-007	6.8901157e-007	4.93698363e-007	3.53750335e-007	2.53473191e-007	1.81621478e-007	1.30137476e-007	9.3247576e-008	6.68148078e-008	4.78749018e-008	3.43038662e-008	2.45797942e-008	1.76121921e-008	1.26196871e-008	9.04240094e-009	6.4791634e-009	4.64252344e-009	3.32651341e-009	2.38355101e-009	1.70788893e-009	1.22375589e-009	8.76859414e-010	6.28297225e-010	4.50194634e-010	3.22578551e-010	2.31137632e-010	1.6561735e-010	1.18670017e-010
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.946015624	1.77995512	2.055011	2.05663417	2.1520755	2.4331887	3.09986067	3.76756413	4.3688675	4.63193797	4.75773632	4.88184526	4.86855514	5.15196591	5.43659915	5.85397477	6.36500449	6.63636561	6.8545682	6.81611042	6.8116727	6.61715364	5.81456399	4.40062028	3.15318222	2.25935379	1.61889773	1.15999091	0.831169809	0.595559193	0.426736809	0.305770285	0.219093983	0.156987699	0.112486602	0.080600172	0.0577525469	0.0413815081	0.0296511462	0.0212459747	0.0152234061	0.0109080471	0.00781595729	0.00560037812	0.00401284627	0.00287533	0.00206026397	0.00147624365	0.00105777479	0.000757928759	0.000543079687	0.0003891336	0.000278826408	0.000199787852	0.000143154251	0.301125292	0.899742466	1.38394657	2.06275722	2.66454199	3.26346294	3.6455124	4.00365321	4.54303371	4.87173534	5.03104531	5.19769569	5.09696177	4.74541852	4.05866261	3.17155075	2.27251541	1.62832845	1.16674832	0.8360117	0.599028559	0.429222719	0.307551517	0.220370292	0.157902214	0.11314188	0.0810696997	0.0580889782	0.0416225717	0.0298238758	0.0213697408	0.0153120884	0.0109715908	0.00786148832
