0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0356822267	0.182477227	0.467077173	0.798214736	0.571945851	0.40981711	0.293646791	0.21040712	0.150763289	0.108026617	0.0774044537	0.0554627147	0.0397407716	0.0284755072	0.0204035925	0.0146198129	0.0104755537	0.0075060622	0.00537832859	0.00385374083	0.00276132597	0.00197857651	0.00141771202	0.00101583505	0.000727877623	0.000521547107	0.000373704832	0.000267771213	0.000191866458	0.000137478325	9.85075242e-005	7.05837254e-005	5.05754493e-005	3.6238893e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0735599531	0.730216263	1.40199822	1.82353593	2.45649588	2.87624999	3.19682178	3.40821947	3.66044296	4.20073328	4.72438877	5.21268033	5.62917337	5.36446222	4.94960499	4.04170837	3.00150287	2.32483951	1.6658203	1.19361241	0.855260661	0.612821042	0.439105465	0.314632814	0.225444263	0.161537873	0.115746944	0.0829363093	0.0594264624	0.042580921	0.0305105631	0.0218617738	0.0156646454	0.0112242089	0.00804249712	0.005762701	0.0041291557	0.00295866935	0.00211997922	0.00151903149	0.00108843363	0.000779896773	0.000558820457
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45699279	3.35609591	4.87236162	5.88714765	6.87943636	7.54718019	8.03426039	8.34498535	8.64508765	9.17669164	9.69826177	10.1383914	10.475845	10.211201	9.70077517	8.79432526	7.79458257	7.10701042	6.33886325	5.85801311	5.53313442	5.12633799	4.45057787	3.18897839	2.28500287	1.6372761	1.17315959	0.840605578	0.602320216	0.431581294	0.30924151	0.221581225	0.158769885	0.113763594	0.0815151771	0.0584081767	0.0418512874	0.0299877578	0.0214871674	0.0153962282	0.0110318796	0.00790468713	0.00566395583
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8042472	5.81570108	8.07863628	9.60664355	10.9165834	11.793359	12.4110448	12.7969963	13.1310529	13.6528248	14.1653977	14.5641417	14.8375458	14.5610639	13.9816363	13.0684633	12.0869314	11.3831187	10.6253459	10.1431716	9.81716497	9.41701516	8.7867199	7.51219811	5.55479706	3.98018602	2.8519279	2.04349564	1.46422861	1.04916564	0.751760034	0.538659602	0.385966471	0.276557061	0.198161793	0.14198913	0.101739657	0.0728996498	0.0522348816	0.0374279282	0.0268182824	0.0192161391	0.0137689653
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08334242	8.08567806	11.0048698	12.9751113	14.5612311	15.612023	16.3307362	16.7715482	17.127209	17.6357593	18.1337836	18.4941847	18.7121365	18.416035	17.7829523	16.8572787	15.8798875	15.156707	14.4060799	13.9218398	13.595501	13.2044533	12.6098722	11.3551874	9.30140992	6.66475144	4.77550308	3.42179748	2.45182503	1.7568094	1.25880895	0.901976023	0.646294062	0.463089931	0.331818435	0.237758298	0.170361265	0.122069181	0.08746639	0.062672407	0.0449067419	0.0321770867	0.0230558901
