0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128677405	0.471042268	0.781608562	1.46114072	2.218979	2.83668874	3.3698823	3.51550869	3.70442606	3.67685756	2.77118742	1.98564255	1.42277506	1.04089765	0.913467026	1.00663141	0.836057829	0.599061612	1.09689038	1.68976966	1.92586964	1.99238683	2.18281372	2.40560148	2.49561769	2.53959873	2.7674946	3.20081206	3.76385139	4.20270596	4.57874696	4.6889533	4.3263468	4.14622485	3.7927055	3.06759256	2.19802612	1.57495453	1.12850424	0.808608619	0.579393394	0.415153508	0.297470487	0.213146918	0.15272644	0.109433276	0.078412369	0.0561849175	0.0402582526	0.0288462985	0.0206692761	0.0148101835	0.0106119602	0.00760380173	0.00544836202	0.00390392198	0.00279728233	0.00200434037	0.00143617264	0.00102906266	0.000737355617	0.000528338387	0.000378570997	0.000271257972	0.00019436483	0.000139268487	9.97902313e-005	7.15028252e-005	5.1234013e-005	3.67107745e-005	2.63044194e-005	1.88479401e-005	1.35051392e-005	9.6768551e-006	6.93376967e-006	4.96826307e-006	3.55991605e-006	2.55079131e-006	1.82772184e-006	1.30961993e-006	9.38383682e-007	6.72381289e-007
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74033485	3.3288693	4.64655399	6.01174088	7.22310689	8.12881824	8.83115969	9.11017924	9.31163237	9.26667815	8.42948789	7.16970608	6.20810409	6.06160654	6.07028681	6.13177563	5.86677077	5.38321054	6.06312812	6.80558032	7.18002478	7.37993378	7.66577868	7.95454406	8.11737496	8.21828343	8.46763389	8.92165745	9.47648634	9.89686469	10.2683373	10.3825345	10.1496779	10.010207	9.73082462	9.12746383	8.17470059	6.91802226	5.37074211	3.84830488	2.75743094	1.9757856	1.41571225	1.01440215	0.726850904	0.520811431	0.373177697	0.267393504	0.191595818	0.137284403	0.098368573	0.0704841625	0.0505041093	0.0361877757	0.0259296743	0.0185794235	0.0133127387	0.091014972	0.217862085	0.156105005	0.111854124	0.080146982	0.318100784	0.44159518	0.316416773	0.226722525	0.162453788	0.116403226	0.0834065557	0.0597634087	0.0428223536	0.0306835571	0.0219857294	0.0157534635	0.0112878498	0.00808809784	0.00579537535	0.00415256789	0.00297544491	0.00213199944	0.00152764436	0.00109460501
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374631998	3.56763647	6.24844161	8.4048362	10.3357854	11.9175115	13.0603473	13.9008936	14.2754883	14.4907484	14.431594	13.6262728	12.3773111	11.4218129	11.2415622	11.2018927	11.1480236	10.73127	10.2461627	10.939375	11.7059429	12.1259184	12.387997	12.7203364	13.0444735	13.2538485	13.3999467	13.6769145	14.1561726	14.7174451	15.1419998	15.521006	15.6544666	15.5192303	15.4246085	15.2102546	14.7021998	13.850497	12.7030024	11.2797393	9.6280296	7.94329516	6.60757552	5.74355366	4.92935774	3.71384003	2.66108267	1.90674905	1.3662454	0.978957604	0.701453775	0.502613593	0.360138376	0.258050423	0.184901208	0.415802812	1.05698256	1.71790151	2.78994547	3.56909038	3.67220774	4.05416787	4.39561959	4.95623323	5.35335525	4.99640857	3.58008318	2.5652417	1.83807599	1.317039	0.943699682	0.67619037	0.484511572	0.347167711	0.248756535	0.178241846	0.127715864	0.0915124152	0.0655715108	0.0469840406	0.0336655362	0.0241224107	0.0172844626
