0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248330201	0.404482596	1.29640273	1.74507629	2.67477227	2.57533053	2.76079762	1.97819794	1.41744076	1.01564068	0.727738351	0.521447314	0.373633328	0.267719978	0.191829747	0.13745202	0.0984886758	0.07057022	0.0505657722	0.036231959	0.0259613331	0.018602108	0.0133289928	0.00955064071	0.0068433331	0.00490346244	0.00351348437	0.00251752156	0.00180388302	0.00129253867	0.000926144424	0.000663611478	0.000475498402	0.000340709493	0.00024412902	0.000174926086	0.000125340018	8.98100473e-005	6.43517109e-005	4.61100157e-005	3.303927e-005	2.36736714e-005	1.69629268e-005	1.21544682e-005	8.70905702e-006	6.24031204e-006	4.47137897e-006	3.20388303e-006
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96884443	2.23448057	3.06239377	4.13536539	5.0082047	6.24888372	7.0944219	8.07462347	8.20612119	8.37028011	7.61619275	6.59147396	5.80254094	5.17092842	4.74214981	4.27813629	3.85819117	3.73680674	3.7354749	3.88669888	3.55210481	3.31531274	3.05368883	2.60337297	2.03486141	1.45804191	1.04473268	0.748583679	0.536383645	0.384335676	0.275388545	0.197324515	0.141389194	0.101309784	0.0725916325	0.0520141775	0.0372697868	0.0267049692	0.0191349466	0.0137107883	0.00982420914	0.00703935345	0.00504391715	0.00361412457	0.00258963341	0.00185555342	0.00132956213	0.000952672893	0.000682619957	0.000489118572	0.000350468772
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62336276	3.98217288	6.13309016	7.62343325	9.03492059	10.2212584	11.5751247	12.5877469	13.5389471	13.7713033	13.891909	13.2575677	12.3831686	11.6859028	11.1309273	10.7434816	10.3434147	9.95584873	9.80407859	9.73923425	9.83410159	9.60817991	9.44500479	9.24714924	8.8491193	8.23432296	6.7677792	4.89373765	3.50651625	2.51252868	1.80030547	1.28997524	0.924307648	0.66229537	0.47455537	0.340033781	0.243644851	0.174579164	0.125091437	0.0896319315	0.0642240854	0.0460185681	0.0329737449	0.0236267206	0.0169292851	0.0121303628	0.00869178478	0.00622793594	0.0044625111	0.00319752893	0.00229112959	0.00164166609
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35948239	6.92998966	9.87117309	11.9368474	13.6658062	15.114009	16.5795436	17.7184257	18.667443	18.9722187	19.0742715	18.525214	17.7517995	17.1179547	16.6164325	16.2605329	15.9083755	15.5537696	15.3958412	15.3065115	15.3737663	15.2232242	15.1165611	14.9714968	14.6282363	14.0160502	12.658341	10.7999448	8.72935645	6.41249124	4.59475075	3.81572198	3.08201442	2.20835983	1.58235897	1.13380974	0.812410182	0.582117332	0.417105295	0.298869004	0.214148999	0.153444463	0.109947762	0.078781014	0.0564490632	0.0404475213	0.0289819154	0.0207664498	0.0148798115	0.0106618508	0.00763954996	0.00547397675
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617344986	5.401902	9.95217395	13.53745	16.0623063	18.0511416	19.6970504	21.2507561	22.4746723	23.4266753	23.7781545	23.8704697	23.3798074	22.6729812	22.0821516	21.6177662	21.2859904	20.9707569	20.647797	20.4970277	20.4061717	20.4641359	20.3690804	20.308775	20.2105672	19.9230004	19.3420194	18.088605	16.29507	14.2878906	12.1269015	10.426252	9.54347233	8.8290555	7.52709498	5.49471739	4.26344191	3.05488962	2.18892406	1.56843263	1.12383109	0.805260161	0.576994118	0.413434352	0.296238658	0.212264274	0.152093998	0.108980112	0.0780876624	0.0559522551	0.0400915427	0.0287268456	0.0205836843
