0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0435570868	0.0312100165	0.022362954	0.281521227	0.362152048	0.36187406	0.259294095	0.185792337	0.133126027	0.0953889666	0.0683491813	0.0489743284	0.213019505	0.567154887	0.471535321	0.688181739	0.65173166	0.46698614	0.334610191	0.239758679	0.1717946	0.12309621	0.0882022887	0.976541836	0.785305536	0.756548068	1.49284665	1.93129725	1.38383495	0.99156107	0.710484553	0.509084428	0.364774932	0.26137266	0.187281695	0.134193198	0.0961536282	0.0688970852	0.0493669188	0.035372943	0.0253458212	0.0181610745	0.0130129785	0.00932420654	0.00668108593	0.00478720726	0.00343018389	0.00245783416	0.00176111513	0.00126189413	0.000904186657	0.00064787805	0.000464224909	0.000332631682	0.000238341015	0.0001707788	0.000122368357	8.76807595e-005	6.28260095e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39813107	1.91255069	2.90504921	4.04091268	4.77698788	5.10200197	4.91750849	4.66672954	4.89293728	4.84170876	4.68414077	4.44910029	4.78704218	5.27807573	5.43342039	5.74364602	5.85328472	5.77948358	5.33536888	4.81642039	4.44911303	4.32786923	4.30657365	5.30323278	5.57937243	5.97053846	6.79834362	7.32624842	6.9298712	6.00997007	4.30633173	3.08562152	2.21094443	1.58421091	1.13513672	0.813361002	0.582798625	0.417593462	0.299218791	0.214399632	0.15362405	0.110076442	0.078873217	0.0565151295	0.0404948598	0.029015835	0.0207907543	0.0148972264	0.0106743292	0.00764849106	0.00548038332	0.00392686625	0.00281372262	0.00201612035	0.00144461336	0.0010351107	0.000741689229	0.000531443556	0.000380795947
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7515548	4.56419246	6.46581842	8.16653716	9.31385392	9.84197923	9.81135523	9.69691755	9.93944407	9.96442307	9.85916257	9.63978666	9.84968908	10.2468278	10.4321453	10.7131772	10.857238	10.8502203	10.4961721	10.0712739	9.76503801	9.71122823	9.73842523	10.5072692	10.8847455	11.4079279	12.2084155	12.7425149	12.5238631	11.7643755	9.91579299	7.86777343	6.40332733	4.58818452	3.28757787	2.35565248	1.68789876	1.20943231	0.866596117	0.620943252	0.444925282	0.318802895	0.228432256	0.163678864	0.117281031	0.0840355308	0.060214089	0.0431452801	0.0309149441	0.0221515254	0.0158722615	0.0113729724	0.0081490908	0.00583907871	0.00418388272	0.00299788297	0.00214807701	0.00153916444	0.00110285951
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618853766	4.51919351	7.37939603	9.99463946	12.1379544	13.5972716	14.2894564	14.3707295	14.3476374	14.5924528	14.6532024	14.570639	14.3531135	14.4694158	14.7887829	14.9788877	15.2348193	15.4007476	15.4401842	15.1575605	14.8141712	14.5709237	14.5803679	14.6631053	15.3095983	15.7734145	16.4010902	17.2106338	17.7774678	17.706423	17.0985915	15.4635747	13.5052523	12.0542989	10.368661	7.94678948	5.69412348	4.08001776	2.92346047	2.09475096	1.50095465	1.07548101	0.770615814	0.552170359	0.395647351	0.283493715	0.203132123	0.145550526	0.104291509	0.074728132	0.0535450463	0.0383667022	0.0274909434	0.0196981217	0.014114321	0.0101133529	0.00724653401	0.00519236851	0.00372049461	0.00266585088
