0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0937032801	0.0671413341	0.0481088681	0.0344715103	0.0246999165	0.0176982635	0.01268136	0.00908659147	0.00651082729	0.00466521161	0.00334277019	0.00239519951	0.00171623544	0.00122973643	0.000881144656	0.000631367735	0.000452394751	0.000324155004	0.00023226721	0.000166426728	0.000119249962	8.54463312e-005	6.12249717e-005	4.38696092e-005	3.14339486e-005	2.25234084e-005	1.61387273e-005	1.15639034e-005	8.28589889e-006	5.93710599e-006	4.25412234e-006	3.04821185e-006	2.18413923e-006	1.56500415e-006	1.12137447e-006	8.03499921e-007	5.75732851e-007	4.12530614e-007	2.95591102e-007	2.1180028e-007	1.51761532e-007	1.08741889e-007	7.79169685e-008
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154397314	0.556180146	1.13692637	1.62184573	2.17904797	2.85611878	3.52705381	3.99219795	4.21338905	4.09616292	3.9061119	3.73691671	3.8026095	4.24511156	4.26834616	4.07698898	4.12742189	4.1629152	4.01138114	3.89216832	4.01223233	3.90396181	3.60645961	3.54259519	3.4205183	3.24443827	3.18417671	3.02640547	2.8081209	2.55320163	2.44606196	2.38324621	2.39044688	1.71283004	1.22729635	0.879396263	0.630114957	0.451497096	0.323511806	0.253271263	0.960747572	0.986543411	0.993328458	1.0764845	1.07189396	1.11816554	1.0321835	1.19684218	1.42502505	1.79281317	2.45143194	3.05164995	3.54285513	3.97177846	4.17480437	4.66758535	4.93387885	4.91255925	4.80541246	4.64329796	4.86958295	4.95037811	5.03374881	4.9233978	4.67021539	4.452243	4.17680201	4.02785936	3.93113492	3.66736118	3.46494387	3.21319461	2.77816995	2.2767347	1.73748317	1.24496109	0.892053601	0.639184336	0.45799559	0.32816818	0.235142776	0.168487162	0.120726327	0.0865041932	0.0619829629	0.0444127336	0.0318231142	0.0228022578	0.0163385316	0.0117070695	0.00838848184	0.00601060989	0.00430679018	0.00308595001	0.00221117981	0.00158437956	0.00113525757	0.000813447591
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493534242	1.12088557	1.8789052	2.60183672	3.43369726	4.43194774	5.43474501	6.42323553	7.20223586	7.95079884	8.715758	9.40486484	9.92691567	10.2003756	10.1302948	9.97259877	9.82093752	9.88404224	10.2166314	10.2512418	10.0935025	10.0957252	10.1402934	10.0286185	9.90241843	9.89606165	9.78606732	9.56721195	9.52016352	9.44165988	9.30878425	9.2684438	9.10025708	8.89638095	8.67366307	8.57036861	8.41389335	8.31166882	7.66801626	6.86031097	5.88425601	5.21231053	4.99520765	4.90846028	5.20664304	5.90099522	6.17124837	6.3269302	6.49878334	6.55675407	6.6772074	6.71713798	6.93462578	7.20176555	7.60004101	8.23366948	8.76463553	9.23004771	9.64057063	9.83754129	10.2305529	10.4983355	10.5017304	10.4204758	10.2884508	10.5135883	10.5954514	10.6452473	10.5372648	10.3024451	10.0804406	9.81168914	9.6223827	9.49268013	9.23740878	9.05017927	8.79413507	8.37217929	7.82882037	7.28535413	6.36922448	5.11955263	3.71138835	2.65932596	1.90549031	1.36534347	0.978311347	0.700990712	0.502281793	0.359900632	0.257880071	0.184779145	0.132400043	0.0948687765	0.0679764488	0.0487072539	0.0349002725	0.025007138	0.0179183973	0.0128390927	0.00919961195	0.00659181	0.00472323826
