0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584772987	1.14095722	1.60644142	2.16759922	2.30203818	2.33237489	2.29243081	2.32002913	2.07873692	1.49403456	1.07052254	0.76706292	0.5496246	0.393823235	0.282186679	0.202195591	0.144879472	0.103810678	0.0743836009	0.053298179	0.0381898141	0.0273641975	0.0196073043	0.0140492475	0.0100667257	0.00721312415	0.0051684293	0.00370334142
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475443216	1.28612695	2.14517476	3.18047639	4.50353633	5.62006865	6.46228052	7.2449993	7.56782509	7.7243381	7.75057195	7.81448492	7.617717	7.07190475	5.81054411	4.16343679	2.98323282	2.13757972	1.5316428	1.09747002	0.786371633	0.563459897	0.403736658	0.289289957	0.207285312	0.148526416	0.106423828	0.0762560047	0.054639815	0.0391511383	0.0280530164	0.0201008646
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472091204	1.10059882	1.89681442	2.92435646	4.29862887	5.70211498	6.96974514	8.24012481	9.65615707	10.8365581	11.6974543	12.4505066	12.7692925	12.9151481	12.9174792	12.952414	12.7489026	12.206535	10.9170534	8.40650373	6.02352314	4.31604293	3.0925799	2.21593033	1.58778346	1.13769656	0.81519521	0.584112892	0.418535176	0.299893558	0.214883124	0.153970487	0.110324675	0.0790510837	0.0566425766	0.0405861796
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797416379	2.64096116	4.29515664	5.83444438	7.37251161	9.06792611	10.6605324	12.0398688	13.3420028	14.7122205	15.8380159	16.6314043	17.2958485	17.5609644	17.6610581	17.6187448	17.6095773	17.3855195	16.8370021	15.5255031	12.9975794	9.3131726	6.67317977	4.78154224	3.42612473	2.45492564	1.75903109	1.26040085	0.903116674	0.647111374	0.463675561	0.332238057	0.238058971	0.170576706	0.122223551	0.0875770011	0.0627516633
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2647903	5.16974691	7.60932959	9.70965119	11.6291658	13.556605	15.2803277	16.7257229	18.0322349	19.3406544	20.3900161	21.0995004	21.6652039	21.8649045	21.9110166	21.8205389	21.7647732	21.5163358	20.95875	19.6300153	17.0837458	12.6213924	9.04362286	6.48003894	4.6431508	3.32696292	2.3838731	1.70811972	1.22392126	0.876977906	0.628382128	0.45025547	0.322622142	0.231168866	0.165639731	0.118686053	0.0850422733
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61754512	7.48731056	10.6336097	13.2337098	15.4920651	17.6234082	19.4615257	20.9588758	22.2627311	23.5063386	24.4716349	25.0913162	25.5552045	25.6844905	25.6731539	25.533251	25.4302237	25.1554409	24.5870158	23.2431068	20.6773811	16.1810307	11.5942151	8.30761816	5.95266852	4.26527338	3.05620192	2.18986437	1.56910639	1.12431386	0.805606081	0.577241981	0.413611953	0.296365915	0.212355457	0.152159334	0.109026927
