0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483294316	0.966008473	1.540558	2.25567292	2.80460013	2.97038671	2.66760198	1.92099747	1.41872891	1.01656369	0.728399712	0.5219212	0.373972881	0.267963279	0.192004079	0.141929346	0.10169682	0.0728689559	0.203308447	0.31721592	0.42359277	0.362683152	0.648252355	0.464493109	0.332823856	0.238478714	0.170877465	0.122439054	0.087731416	0.0628623065	0.0450428109	0.0322745843	0.0231257502	0.0165703241	0.011873156	0.00850748806	0.00609588157	0.00436789001	0.00312972995	0.0022425495	0.00160685694	0.00115136331	0.000824987858	0.000591129631	0.00042356289	0.000303496072	0.000217464438	0.000155820079	0.000111649965	8.00006961e-005	5.73230036e-005	4.10737269e-005	2.94306114e-005	2.10879545e-005	1.51101797e-005	1.08269169e-005	7.75782493e-006	5.55872447e-006	3.98300013e-006	2.8539443e-006	2.04494045e-006	1.46526386e-006	1.04990743e-006	7.5229155e-007	5.3904045e-007	3.8623936e-007	2.76752595e-007	1.983019e-007	1.4208952e-007	1.0181159e-007	7.2951192e-008	0.0281504208	0.0201706579	0.0488948148	0.0350346657	0.025103435	0.0179873972	0.0128885333	0.00923503762	0.00661719361	0.00474142641	0.109584263	0.0785205559	0.0562624368	0.0403137976	0.0288860982	0.0206977938	0.0148306173	0.0106266017	0.00761429282	0.00545587921	0.00390930828	0.00280114179	0.0020071058	0.00143815415	0.00103048248	0.000738372959	0.000529067344	0.000379093317	0.000271632231	0.000194632999	0.000139460638	9.99279135e-005	7.16014788e-005	5.13047015e-005	3.6761425e-005	2.6340712e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143542492	0.485702487	0.949681523	1.91860241	3.22737824	4.60530981	5.73978174	6.76576048	7.74843091	8.47572901	8.75345409	8.50598628	7.86598636	7.43083089	6.84650417	6.58141683	6.32492636	5.89341387	5.63008835	5.5997983	5.68128781	5.60019588	5.65454556	5.8890733	6.06503685	6.2270991	6.21428888	6.40312474	6.0462819	5.46170413	5.05946203	4.66704477	3.90034382	3.38864562	2.96709474	2.99360625	3.02032734	3.03426734	3.22509449	3.34873533	3.13824466	2.71246856	2.31116922	2.03793826	2.43556261	2.90640093	3.03245572	2.54051946	1.82036174	1.30434618	0.93460488	0.66967366	0.479842145	0.343821921	0.246359172	0.17652406	0.126485016	0.0906304744	0.0649395726	0.0465312371	0.0333410883	0.0238899337	0.0171178855	0.0122655009	0.161529934	0.620007307	0.706094237	1.23573446	1.32727885	1.24974733	1.24506685	1.39703292	1.63108326	1.9656327	2.64816093	3.62952628	4.4276604	4.96006992	5.38787071	5.59233005	5.64008975	5.71366144	5.62469555	5.48959844	5.53751295	5.68767124	5.99315563	6.12838658	5.96771907	5.61093676	5.00683618	4.26635376	3.05697605	2.19041906	1.56950384	1.12459864	0.805810138	0.577388194	0.41371672	0.296440983	0.212409246	0.152197876	0.109054543	0.0781409948	0.0559904694	0.0401189244	0.0287464655	0.0205977426	0.0147589275	0.0105752337	0.00757748604	0.005429506
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00868798	3.69361873	5.10166655	6.67991295	8.37267686	9.96847175	11.2516157	12.3638357	13.3662428	14.0937328	14.3608936	14.0936251	13.4777728	13.0435115	12.4603629	12.1775445	11.8687837	11.4149728	11.1436381	11.1179921	11.1662498	11.0707621	11.1271883	11.3390783	11.4907974	11.6413621	11.6275438	11.7339737	11.3827948	10.8674625	10.4723534	10.0588853	9.35982225	8.88668343	8.54072109	8.60898899	8.66495889	8.69109272	8.82386697	8.8962162	8.73346057	8.33628836	7.99565679	7.77231059	8.18634201	8.68499323	8.8183081	8.29611672	7.17031952	5.50841836	3.97442543	2.98653826	2.60575738	2.31719547	1.93975162	1.73774389	1.63415836	1.79164993	2.25432742	2.96063782	3.55455627	4.15712044	4.64163077	4.98286983	5.4153609	5.97421561	6.25059218	6.77533369	6.9777253	7.04561623	7.1576689	7.38422517	7.65044513	7.97058038	8.64319055	9.59371239	10.3586984	10.8764994	11.2829326	11.4765985	11.5122319	11.5755476	11.4672728	11.3740754	11.4318917	11.5943971	11.8893545	12.0328653	11.8858682	11.5471682	10.9725187	10.221224	8.88327438	6.67949751	4.78606911	3.42936837	2.45724981	1.76069643	1.26159412	0.903971688	0.647724018	0.46411454	0.332552599	0.23828435	0.170738197	0.122339264	0.0876599135	0.0628110727	0.0450061002	0.03224828	0.0231069023	0.016556819
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65928513	4.92065956	7.50130406	9.53782999	11.5177652	13.4398917	15.1374861	16.4751205	17.6032683	18.5836754	19.2815837	19.519727	19.2253662	18.6111472	18.1576127	17.5660189	17.2583294	16.9069587	16.4253512	16.1350859	16.1070644	16.1326735	16.0273917	16.0765317	16.2609392	16.3877201	16.5230678	16.5048071	16.5582753	16.2240374	15.7631496	15.3802656	14.9619557	14.317212	13.8788362	13.5930047	13.692966	13.7715416	13.8103623	13.9146063	13.9590877	13.8280348	13.4610714	13.1661118	12.9901719	13.42355	13.9464236	14.0963771	13.5724241	12.4105461	10.8771457	9.49341788	8.65777682	8.3601212	8.13039973	7.80258816	7.63765836	7.55959217	7.73233793	8.14228278	8.79060721	9.37773248	9.95839641	10.4255668	10.755068	11.1222284	11.5662308	11.8301368	12.2610788	12.4645518	12.570953	12.7178854	12.9615616	13.2203439	13.5012764	14.1481947	15.0603128	15.7892455	16.2855781	16.6685974	16.8501015	16.8777648	16.9321719	16.8182239	16.7515086	16.8143056	16.9820982	17.2659549	17.4104695	17.272224	16.9484502	16.3986941	15.6497228	14.3563417	12.216275	9.04660551	6.4821761	4.64468214	3.32806018	2.38465932	1.70868307	1.22432492	0.877267139	0.628589373	0.450403967	0.322728545	0.231245107	0.16569436	0.118725197	0.0850703208	0.0609555485	0.043676559	0.0312956221
