0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214921107	0.926995557	2.30714361	3.3428205	3.71494343	3.62535011	3.61315114	3.653902	3.39170453	2.98888104	2.35554279	1.68782016	1.20937599	0.866555764	0.620914338	0.444904564	0.31878805	0.22842162	0.163671242	0.11727557	0.0840316177	0.0602112852	0.0431432711	0.0309135046	0.0221504939	0.0158715225	0.0113724428	0.00814871133	0.00583880681	0.0041836879	0.00299774337	0.00214797699	0.00153909277	0.00110280816	0.000790196574	0.000566200587	0.000405700448	0.000290697074	0.000208293555
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639778118	1.30811296	1.73299778	2.00841779	1.85691731	1.54399953	2.22138266	3.59475396	5.10356589	6.98091996	8.32816437	8.916988	8.96919025	9.03658287	9.12065038	8.90398541	8.53550023	7.92715635	7.24893809	6.39353913	5.50420218	4.36558472	3.30445751	2.36774727	1.69656506	1.21564198	0.871045543	0.624131405	0.447209693	0.320439748	0.229605112	0.164519252	0.117883195	0.0844670004	0.0605232505	0.043366804	0.0310736729	0.0222652596	0.0159537556	0.0114313654	0.00819093125	0.0058690587	0.00420536432	0.00301327521	0.00215910604	0.00154706708
