0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485851173	1.03441037	1.77560259	2.10782588	1.67857391	1.22774676	1.09791385	1.00197075	0.717943418	0.514428938	0.368604441	0.533025847	0.88075635	0.631089502	0.452195388	0.324012154	0.232164853	0.274574947	0.511437655	0.375312407	0.268923091	0.192691815	0.138069719	0.0989312765	0.0708873572	0.0507930109	0.0363947827	0.123042773	0.0881639992	0.0631722659	0.0452649065	0.0324337227	0.0232397779	0.0166520285	0.0119316998	0.00854943649	0.00612593894	0.00438942705	0.00314516192	0.00225360699	0.00161477997	0.00115704041	0.000829055681	0.000594044354	0.000425651379	0.000304992541	0.000218536705	0.000156588392	0.000112200485	8.03951609e-005	5.760565e-005	4.12762519e-005	2.95757268e-005	2.11919343e-005	1.51846845e-005	1.08803019e-005	7.79607696e-006	5.58613324e-006
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34936628	3.32789245	4.92948888	6.34739868	7.10556147	7.02998553	6.74493069	6.71773189	6.69508816	6.42746948	5.95125361	5.59686211	5.83971624	6.14433283	5.82246293	5.34250028	5.0469417	4.87477747	5.17045454	5.56831617	5.66765319	5.72402841	5.46951495	5.20230787	5.08861111	5.10212554	4.66558141	4.66373794	5.05214406	5.16624528	5.34512333	5.55028753	5.65869766	5.47144693	5.31012151	4.83354737	4.04446261	3.25019701	2.67048795	1.91348823	1.37107423	0.982417613	0.70393298	0.504390021	0.361411243	0.258962471	0.185554719	0.132955766	0.0952669692	0.0682617663	0.0489116929	0.0350467594	0.0251121004	0.0179936062	0.0128929823	0.00923822548	0.00661947781	0.00474306311	0.00339855323
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477054234	0.341824295	0.24492781	0.175498445	0.125750131	0.090103906	0.0645622698	0.0462608878	0.0331473746	0.0237511317	0.696846874	3.61267088	6.67569392	9.03170466	10.9252495	11.979365	12.1396078	11.9699957	12.0077538	12.0206269	11.7601715	11.3414826	11.055678	11.2212935	11.4079085	11.1691301	10.7908716	10.5790068	10.4538899	10.6598321	10.9778786	11.1003744	11.205307	11.0610636	10.8801855	10.7980667	10.7618541	10.4254848	10.4720338	10.7767462	10.9463977	11.14079	11.3991756	11.5946491	11.4867838	11.305987	10.8961168	10.2332727	9.45873508	8.7445208	7.30756163	5.47794907	3.92512202	2.81247283	2.01522484	1.4439717	1.03465093	0.741359789	0.531207501	0.380626807	0.272731025	0.195420319	0.140024777	0.100332137	0.0718911176	0.0515122367	0.0369101305	0.0264472642	0.0189502929	0.0135784782
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00154387	0.717637541	0.514209768	0.368447399	0.264004098	0.189167202	0.135544223	0.0971216799	0.0695907246	0.0498639331	2.48687141	6.52522824	10.3407946	13.209794	15.4140928	16.6561816	16.9581256	16.8570272	16.9266958	16.9455516	16.6807386	16.2947565	16.049427	16.1591543	16.269303	16.0867097	15.7821621	15.6282959	15.537084	15.691433	15.9615929	16.1040731	16.2468575	16.1830552	16.069754	16.0197461	15.9657305	15.7087477	15.8006872	16.0722114	16.2888892	16.5115881	16.8158681	17.0777984	17.0377696	16.8692282	16.5245707	15.9610421	15.2314145	14.4641762	13.144787	11.3126882	8.67684036	6.21722779	4.45483838	3.19203118	2.28719029	1.63884345	1.17428265	0.841410285	0.602896814	0.431994444	0.309537545	0.221793343	0.158921875	0.113872499	0.0815932111	0.0584640905	0.0418913514	0.0300164649
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4329298	1.19288601	0.854740175	0.612448098	0.438838238	0.314441338	0.225307064	0.161439566	0.115676504	0.0828858367	4.13463772	9.19935389	13.689632	17.0138559	19.4927797	20.9039432	21.3228966	21.2845518	21.3834883	21.4037258	21.1368417	20.7745674	20.5560831	20.626162	20.6887385	20.5468641	20.2989529	20.1875211	20.1221422	20.248621	20.4914557	20.6523535	20.8255329	20.8232213	20.7653287	20.7468279	20.6939943	20.5028751	20.6379757	20.9072922	21.1664746	21.42504	21.7708166	22.0867918	22.1071612	21.9696589	21.6892651	21.208859	20.5375849	19.7695806	18.5558273	16.7694751	14.2367358	11.1293126	7.97450095	5.71397962	4.0942453	2.93365495	2.10205563	1.50618867	1.07923134	0.77330305	0.554095848	0.397027024	0.284482294	0.203840471	0.14605808	0.104655187	0.0749887185	0.0537317648
