0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.404012379	0.807034531	1.13847836	1.07880277	0.772995964	0.553875811	0.396869361	0.284369323	0.203759524	0.146000079	0.104613628	0.0749589398	0.0537104273	0.0384852029	0.0275758529	0.019758962	0.0141579149	0.0101445893	0.0072689159	0.00520840583	0.00373198586	0.00267408472	0.00191606543	0.00137292087	0.000983740792	0.000704881079	0.000505069363	0.000361898013	0.000259311257	0.000185804635	0.000133134839	9.53952805e-005	6.83537053e-005	0.156020388	1.00776831	1.78156325	2.63443239	3.03562181	2.68686112	1.99860232	1.59100301	1.48252191	1.08850106	0.929673513	0.666140181	0.477310297	0.342007773	0.245059278	0.175592645	0.125817628	0.0901522701	0.0645969242	0.0462857188	0.0331651667	0.0237638804	0.0170275644	0.012200783	0.00874224304	0.00626409086	0.00448841723	0.00321609148	0.00230443024	0.00165119642	0.00118313394	0.000847752511	0.000607441218	0.000435250652	0.00031187072	0.000223465136	0.000160119767	0.000114730826	8.22082292e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00985449204	0.373400275	0.930623681	1.43434096	2.21470604	2.80393078	2.6639719	1.90881927	1.36772878	0.980020492	0.702215368	0.503159298	0.360529391	0.258330597	0.363943974	0.29509736	0.211446498	0.428360719	0.930656067	1.67845625	2.76270328	4.01280717	5.12692626	5.98800032	6.35102609	6.03337992	5.13798551	3.68152749	2.63792972	1.89015924	1.821267	1.30499483	0.935069656	0.670006686	0.480080769	0.343992903	0.246481685	0.176611845	0.126547917	0.0906755447	0.0649718669	0.0465543769	0.0333576687	0.0239018141	0.0171263982	0.0122716005	0.008792986	0.00630044979	0.00451446954	0.436811874	0.312989385	0.521419269	1.65351511	2.66788772	3.78696482	5.17048649	6.34642897	7.51681595	8.12041341	7.91963117	7.33474279	7.00167151	6.92799249	6.54864459	6.35833734	6.01044631	5.29689087	4.11860326	3.27048573	2.97800674	2.49995287	2.03995032	1.46168828	1.04734542	0.750455783	0.537725066	0.385296846	0.276077254	0.197817997	0.141742788	0.101563146	0.0727731741	0.0521442578	0.0373629934	0.0267717546	0.0191828004	0.0137450771	0.00984877813	0.0070569579	0.00505653129	0.00362316299	0.00259610973	0.00186019391
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.870219001	2.0227751	2.94326508	3.84581271	4.80043216	5.70410171	6.45159886	7.36163259	8.03014403	7.96828721	7.13998017	6.35840011	5.91636846	5.62472482	5.47220552	5.10229076	4.79537397	4.95276315	5.08501874	5.11707468	5.525429	6.17349866	7.03358017	8.17710171	9.41838168	10.5907841	11.5126351	11.953007	11.7362314	10.9544741	9.55358542	7.93971887	6.78732115	7.08757803	6.44086783	4.61508347	3.3068518	2.36946286	1.69779433	1.21652279	0.871676672	0.624583628	0.447533726	0.320671927	0.229771476	0.164638457	0.117968609	0.0845282022	0.0605671035	0.0433982261	0.0310961878	0.0222813922	1.71543697	2.36978998	3.54798451	5.27471801	6.84905912	8.36845944	9.93202587	11.2395695	12.5006239	13.1448607	12.9666212	12.3933047	12.062584	11.9677267	11.5659648	11.3244853	10.926729	10.1975976	8.9597386	8.00322802	7.69147268	7.22236016	6.68827953	5.91177073	4.94659595	4.07232074	2.91794532	2.09079918	1.49812308	1.07345209	0.769162035	0.551128681	0.394900956	0.282958899	0.202748911	0.145275943	0.104094762	0.0745871561	0.0534440327	0.0382943228	0.0274390813	0.0196609609	0.0140876941	0.0100942739
