0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072861252	0.0522073684	0.0374082141	0.0268041567	0.0192060175	0.0137617129	0.00986069817	0.00706549899	0.00506265125	0.00362754813	0.00259925182	0.00186244531	0.00133450038	0.000956211307	0.000685155341	0.000490935254	0.000351770481	0.000252054564	0.000180604987	0.000129409128	9.27256921e-005	6.64408617e-005	4.76069577e-005	3.41118758e-005	2.44422271e-005	1.7513621e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80799666	2.91064857	3.1662071	3.00928833	2.81546987	2.51608594	2.63496079	2.96497608	2.28162647	1.6348568	1.17142609	0.839363469	0.601430207	0.430943574	0.308784564	0.221253808	0.158535281	0.113595493	0.0813947273	0.0583218707	0.0417894464	0.0299434468	0.0214554172	0.0153734782	0.0110155785	0.00789300688
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43798404	5.74608002	6.88348608	7.34128419	7.58455918	7.55478752	7.79735969	8.13127276	7.3148029	5.24128531	3.75554503	2.6909656	1.92816111	1.38158781	0.989950922	0.709330832	0.50825775	0.364182592	0.26094823	0.186977577	0.133975288	0.095997489	0.0687852066	0.0492867542	0.0353155026	0.0253046634
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35983622	5.92852711	9.07849347	10.8396388	11.7331366	12.2724037	12.4075006	12.6905458	12.9685285	11.9773171	8.58212269	6.14935962	4.4062087	3.1571865	2.26222298	1.6209536	1.161464	0.832225325	0.596315503	0.427278729	0.306158588	0.219372214	0.15718706	0.11262945	0.0807025275	0.0578258878	0.0414340592
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79854444	8.35897114	12.2480913	14.5597328	15.8398245	16.6313333	16.8967883	17.1905006	17.3915459	16.2129314	12.2355069	8.76712376	6.28191868	4.50119142	3.22524459	2.31098873	1.65589579	1.18650118	0.850165244	0.609170016	0.43648939	0.312758315	0.224101125	0.160575473	0.115057354	0.0824421967	0.0590724152
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1329226	10.5983505	15.1626965	17.9783852	19.6133858	20.6284801	21.0008722	21.2851935	21.3958572	20.0239688	15.632069	11.2008669	8.02577182	5.7507168	4.12056865	2.95251645	2.11557048	1.51587249	1.0861701	0.778274887	0.557658325	0.39957965	0.28631133	0.205151033	0.146997138	0.105328052	0.0754708473
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35956433	12.6461527	17.8244394	21.0991319	23.0572024	24.2687787	24.7260701	24.983207	24.9923528	23.4244726	18.6435358	13.3586772	9.57191046	6.85857354	4.91438269	3.52130907	2.5231282	1.80790036	1.29541721	0.928206993	0.665089373	0.47655736	0.34146827	0.244672707	0.175315655	0.125619156	0.0900100587
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47847887	14.5051994	20.2382496	23.9281732	26.1776685	27.5599313	28.0813954	28.2956031	28.194357	26.4309121	21.2938183	15.7367565	11.2758787	8.07952016	5.78922917	4.14816396	2.97228936	2.12973839	1.52602424	1.09344415	0.783486969	0.561392945	0.402255623	0.288228748	0.206524923	0.147981574	0.106033431
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49186512	16.1804353	22.4108484	26.4733866	28.9830842	30.5114831	31.0778092	31.235448	31.0173042	29.0618615	23.6102671	18.0378359	12.9246742	9.26093372	6.63574898	4.75472191	3.40690712	2.44115563	1.74916444	1.25333109	0.898050967	0.643481637	0.46107474	0.330374488	0.236723665	0.169619918	0.121537982
