0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180431039	0.129284489	0.0926363844	0.0663768699	0.0475611056	0.0340790213	0.0244186858	0.0174967529	0.0125369713	0.00898313249	0.0064366957	0.004612094	0.00330470976	0.00236792802	0.00169669456	0.00121573478	0.000871112035	0.000624179048	0.000447243831	0.000320464209	0.000229622639	0.000164531811	0.000117892194	8.44734483e-005	6.05278706e-005	4.33701145e-005	3.10760449e-005	2.22669592e-005	1.59549735e-005	1.1432238e-005	8.19155651e-006	5.86950672e-006	4.20568535e-006	3.01350523e-006	2.15927085e-006	1.54718517e-006	1.10860662e-006	7.94351355e-007	5.69177617e-007	4.07833584e-007	2.92225533e-007	2.09388744e-007	1.50033591e-007	1.07503766e-007	7.70298141e-008	5.51942736e-008	3.95484252e-008	2.83376849e-008	2.03048385e-008	1.45490526e-008	1.04248517e-008	7.46973265e-009	5.35229733e-009	3.83508862e-009	2.74796107e-009	1.96900015e-009	1.41085026e-009	1.01091838e-009	7.24354675e-010	5.19022804e-010	3.7189609e-010	2.66475193e-010	1.90937819e-010	1.36812926e-010	9.80307451e-011	7.02420983e-011
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483757547	0.346627429	0.248369406	0.177964456	0.127517105	0.0913699984	0.0654694647	0.0469109213	0.0336131439	0.0240848701	0.0172575635	0.0123655846	0.00886032855	0.00634870283	0.00454904436	0.00325953271	0.00233555725	0.0016734999	0.00119911507	0.000859203495	0.000615646206	0.000441129783	0.000316083302	0.000226483582	0.000162282578	0.000116280548	8.33186537e-005	5.97004241e-005	4.27772231e-005	3.06512198e-005	2.19625587e-005	1.57368609e-005	1.12759536e-005	8.07957381e-006	5.78926761e-006	4.14819151e-006	2.9723091e-006	2.12975253e-006	1.52603437e-006	1.09345141e-006	7.83492172e-007	5.61396673e-007	4.02258294e-007	2.88230662e-007	2.06526294e-007	1.47982556e-007	1.06034135e-007	7.59767777e-008	5.44397401e-008	3.90077783e-008	2.79502945e-008	2.00272612e-008	1.43501597e-008	1.02823387e-008	7.36761765e-009	5.27912873e-009	3.78266103e-009	2.71039506e-009	1.94208293e-009	1.39156322e-009	9.97098621e-010	7.14452382e-010	5.11927501e-010	3.66812083e-010	2.62832343e-010	1.88327603e-010
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723076943	0.518107269	0.371240081	0.266005142	0.190601013	0.136571593	0.0978578228	0.070118194	0.0502418815	0.0359998812	0.025795042	0.0184829553	0.0132436162	0.00948946565	0.00679949926	0.00487205411	0.00349097932	0.00250139599	0.00179232855	0.00128425952	0.000920212158	0.000659360824	0.000472452675	0.000338527134	0.000242565291	0.000173805626	0.000124537173	8.92347838e-005	6.39395166e-005	4.58146656e-005	3.28276424e-005	2.35220336e-005	1.68542736e-005	1.20766147e-005	8.65327259e-006	6.20034075e-006	4.44273828e-006	3.18336108e-006	2.28097789e-006	1.63439208e-006	1.1710931e-006	8.39124871e-007	6.01259244e-007	4.30821074e-007	3.08696789e-007	2.21190915e-007	1.58490216e-007	1.13563202e-007	8.13715901e-008	5.83052921e-008	4.17775673e-008	2.99349351e-008	2.14493183e-008	1.53691081e-008	1.10124472e-008	7.89076322e-009	5.65397891e-009	4.05125292e-009	2.90284956e-009	2.0799826e-009	1.49037266e-009	1.06789867e-009	7.65182837e-010	5.48277461e-010	3.92857968e-010	2.81495034e-010
