0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5461474	2.49851536	3.9540937	2.83323194	2.0300994	1.45462978	1.04228778	0.746831831	0.535128391	0.383436247	0.274744077	0.196862733	0.141058312	0.101072697	0.0724217524	0.0518924531	0.0371825674	0.0266424738	0.0190901667	0.0136787021	0.00980121837	0.00702287984	0.0050321133	0.00360566674	0.00258357311	0.00185121103	0.00132645066	0.000950443433	0.000681022478	0.000487973929	0.000349648599	0.000250534169	0.000179515576	0.000128628531	9.216637e-005	6.60400899e-005	4.73197922e-005	3.39061127e-005	2.42947914e-005	1.74079787e-005	1.24733618e-005	8.93755427e-006	6.40403747e-006	4.58869336e-006	3.28794247e-006	2.35591373e-006	1.68808595e-006	1.20956644e-006	8.66692225e-007	6.21012116e-007	4.44974625e-007	3.18838252e-007	2.2845759e-007	1.63697017e-007	1.17294038e-007	8.40448506e-008	6.0220767e-008	4.31500651e-008
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64780163	4.23178453	5.74277451	4.11487775	2.94843874	2.11264868	1.51377893	1.08467	0.777200015	0.556888145	0.399027792	0.285915907	0.2048677	0.146794121	0.105182584	0.0753666149	0.0540025393	0.0386945103	0.0277258282	0.019866424	0.0142349148	0.0101997622	0.00730844895	0.00523673251	0.00375228281	0.00268862812	0.00192648623	0.0013803877	0.000989091009	0.000708714677	0.000507816256	0.000363866248	0.000260721559	0.000186815161	0.000133858912	9.59141016e-005	6.87254569e-005	4.92439417e-005	3.52848261e-005	2.52826827e-005	1.81158338e-005	1.29805621e-005	9.30097917e-006	6.6644428e-006	4.77528193e-006	3.42163902e-006	2.45171149e-006	1.75672805e-006	1.25875065e-006	9.01934254e-007	6.46264133e-007	4.63068486e-007	3.31803069e-007	2.37747288e-007	1.70353376e-007	1.22063528e-007	8.74623395e-008	6.26695047e-008
0	0	0	0	0	0	0	0	0.0309559732	0.0221809241	0.0158933266	0.0113880661	0.00815990596	0.00584682811	3.61211309	5.72016618	7.23662896	5.18527123	3.71540919	2.66220702	1.90755468	1.36682266	0.97937123	0.701750151	0.502825955	0.360290541	0.258159453	0.184979331	0.132543483	0.0949715554	0.0680500931	0.0487600224	0.0349380827	0.0250342302	0.0179378098	0.0128530024	0.00920957862	0.00659895144	0.00472835532	0.00338801464	0.00242761857	0.00173946471	0.00124638093	0.000893070962	0.000639913307	0.00045851792	0.000328542446	0.00023541095	0.000168679316	0.000120864012	8.66028486e-005	6.20536526e-005	4.4463385e-005	3.18594076e-005	2.28282631e-005	1.63571652e-005	1.1720421e-005	8.39804866e-006	6.01746481e-006	4.31170195e-006	3.08946945e-006	2.21370159e-006	1.5861865e-006	1.13655229e-006	8.14375304e-007	5.83525404e-007	4.18114223e-007	2.99591932e-007	2.14667e-007	1.53815627e-007	1.10213712e-007	7.89715758e-008
0	0	0	0	0	0	0	0	0.33785858	0.242086251	0.173462379	0.124291226	0.0890585549	0.0638132431	4.48340967	7.01012066	8.48454846	6.07944463	4.35611243	3.12129095	2.23650269	1.60252421	1.14825877	0.822763361	0.589535709	0.422420794	0.302677725	0.216878067	0.155399926	0.111348912	0.0797849822	0.0571684379	0.0409629757	0.0293512547	0.021031093	0.0150694366	0.0107977232	0.00773690673	0.00554373592	0.00397226036	0.00284624892	0.00203942647	0.00146131292	0.00104707646	0.000750263071	0.000537586981	0.000385197904	0.000276006359	0.000197767198	0.00014170639	0.000101537065	7.27544864e-005	5.21308675e-005	3.73533988e-005	2.67648798e-005	1.91778744e-005	1.37415475e-005	9.84624902e-006	7.05514572e-006	5.05523281e-006	3.62223259e-006	2.59544306e-006	1.85971622e-006	1.3325449e-006	9.54810144e-007	6.84151364e-007	4.90215873e-007	3.51255022e-007	2.51685221e-007	1.80340341e-007	1.29219501e-007	9.25898186e-008
0	0	0	0	0	0	0	0	0.549108031	0.393453097	0.281921463	0.202005556	0.144743305	0.10371311	5.2215189	8.08675887	9.49031132	6.80010521	4.8724883	3.49129043	2.5016189	1.79248827	1.28437397	0.920294165	0.659419584	0.472494779	0.448970888	0.321701699	0.23050934	0.16516716	0.357643779	0.256262966	0.394843506	0.756121637	0.923679782	0.661845485	1.14043654	0.817158492	0.585519645	0.419543159	0.300615809	0.21540064	0.154341303	0.110590376	0.079241467	0.0567789922	0.0406839257	0.0291513066	0.0208878239	0.0149667798	0.0107241664	0.00768420099	0.00550597061	0.00394520034	0.00282685957	0.00202553339	0.00145135809	0.00103994352	0.000745152092	0.000533924805	0.00038257384	0.000274126135	0.000196419959	0.000140741051	0.000100845369	7.22588647e-005	5.1775739e-005	3.70989381e-005	2.65825508e-005	1.90472299e-005	1.36479366e-005	9.77917392e-006
0	0	0	0	0	0	0	0	0.679080549	0.486582476	0.348651579	0.249819773	0.179003689	0.128261748	5.83755889	8.97080048	10.2818642	7.36727762	5.27888509	3.78248645	2.71026997	1.9419933	1.391499	1.61543678	2.46337796	3.17133861	3.96488472	4.2467064	4.80777925	5.19301985	5.53543642	4.97334521	5.24560088	5.60920472	5.68450887	5.46945672	6.04127311	5.6411216	5.49811951	5.11390205	5.18045391	5.01798028	4.39586	3.36124574	2.77117459	2.04694279	1.70222733	1.21969918	0.873952654	0.62621444	0.448702254	0.321509214	0.230371418	0.165068334	0.11827663	0.0847489087	0.0607252466	0.0435115405	0.0311773812	0.0223395698	0.0160070012	0.0114695176	0.00821826845	0.00588864666	0.00421939971	0.003023332	0.00216631204	0.00155223041	0.00111222169	0.000796941664	0.000571033655	0.000409163493
0	0	0	0	0	0	0	0	0.740613871	0.530673028	0.38024384	0.272456617	0.195223697	0.139883891	6.34178524	9.68111813	10.8843875	7.79900447	5.5882309	4.00414241	2.86909341	2.05579526	1.47304167	3.2749352	5.29592892	6.81501082	8.15909219	9.06278214	10.0443985	10.6201124	10.9466167	10.4525788	10.5995691	10.8045947	10.7017258	10.5817168	11.0931438	10.791786	10.7413983	10.3744731	10.3986505	10.1401919	9.52131614	8.55131317	7.8890046	7.13051063	6.6880415	6.14752494	5.5332748	5.27059468	4.57022519	3.27470945	2.34643185	1.68129189	1.20469828	0.863204038	0.618512721	0.44318373	0.317555019	0.227538114	0.163038183	0.116821963	0.0837065943	0.0599783957	0.0429763985	0.0307939351	0.0220648187	0.0158101335	0.0113284556	0.00811719317	0.00581622306	0.00416750593
0	0	0	0	0	0	0	0	0.745009311	0.533822498	0.382500534	0.274073609	0.196382322	0.140714083	6.74390802	10.235062	11.3205116	8.11150099	5.81214444	4.16458347	2.98405445	2.13816845	1.53206464	4.90709539	8.07573766	10.3878003	12.2599648	13.6650023	14.9737565	15.7083709	16.0345913	15.5922774	15.642936	15.7251709	15.492419	15.4104131	15.851711	15.5987111	15.582459	15.2174968	15.1872381	14.853103	14.2218242	13.2837041	12.5666831	11.782605	11.2675331	10.6993037	9.99683657	9.69738811	8.98783951	6.86963397	5.27484287	3.77959007	2.70819463	1.94050625	1.39043348	0.996289127	0.713872354	0.511511893	0.366514287	0.262618962	0.188174709	0.134833071	0.0966121172	0.0692256069	0.0496023149	0.0355416117	0.0254666776	0.0182476719	0.0130750282	0.00936866712
0	0	0	0	0	0	0	0	0.702101522	0.503077724	0.360470941	0.258288716	0.185071952	0.132609848	7.05332512	10.6488049	11.6106098	8.31936548	5.96108585	4.27130466	3.06052353	2.19296093	2.18373219	6.91530273	11.0556303	14.0309156	16.3339749	18.1023662	19.6352553	20.4773354	20.7928317	20.3753406	20.3429275	20.3199006	19.9852055	19.8985058	20.2605797	20.0187638	19.9967778	19.6208986	19.5291544	19.1321312	18.4764473	17.5484013	16.7880279	15.9826589	15.4138254	14.8200662	14.0595231	13.7210202	12.9970044	11.0573142	9.59585673	7.86259229	5.97546386	4.28160695	3.32191277	2.38025451	1.70552688	1.22206341	0.875646699	0.627428277	0.449572005	0.322132418	0.230817964	0.165388298	0.118505894	0.0849131835	0.0608429547	0.0435958821	0.0312378145	0.0223828722
0	0	0	0	0	0	0	0	0.620371791	0.444515813	0.318509498	0.228222028	0.163528229	0.117173096	7.27922808	10.9375971	11.7730797	8.43578021	6.04450065	4.33107397	3.10335011	2.22364752	3.82203445	9.55199939	14.3911196	17.8296864	20.4188807	22.4045217	24.0547132	24.9414648	25.218754	24.7933308	24.6788129	24.5552058	24.1313932	24.0092867	24.2849279	24.0280307	23.9743559	23.5776748	23.421072	22.9690124	22.2804036	21.3482223	20.5517285	19.7269245	19.1177481	18.500212	17.7004445	17.3211286	16.5794986	14.7909109	13.4736269	11.6606268	9.93534425	7.95330945	7.11729448	5.90184202	4.2288546	3.03010673	2.17116634	1.55570867	1.11471397	0.798727461	0.572313234	0.410080352	0.293835412	0.210542273	0.150860131	0.108096007	0.0774541737	0.0554983406
