0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159711778	0.0941211048	0.0674407186	0.186279502	0.45652335	0.423914424	0.303747958	0.217644923	0.155949402	0.111742629	0.0800670925	0.0573705787	0.0411078159	0.0294550372	0.0211054564	0.0151227204	0.0108359026	0.00776426352	0.00556333791	0.00398630581	0.00285631292	0.00204663764	0.00146647995	0.0010507788	0.000752915912	0.000539487825	0.000386559919	0.000276982285	0.00019846648	0.000142207447	0.000101896088	7.30117377e-005	5.23151961e-005	3.7485476e-005	2.68595173e-005	1.92456851e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432775876	0.310097466	0.222194543	0.159209347	0.114078482	0.0817408044	0.0585698457	0.0419671283	0.0300707615	0.23848986	0.991795452	2.02937299	3.0865449	3.96623043	4.52954366	5.14496935	5.8035734	6.08236069	6.20873475	6.10417423	5.40307406	3.94784058	2.82875138	2.02688893	1.45232938	1.04063948	0.745650769	0.534282123	0.382829869	0.274309588	0.196551409	0.140835238	0.100912858	0.0723072224	0.0518103888	0.0371237658	0.0266003406	0.0190599769	0.0136570702	0.00978571842	0.00701177364	0.00502415536	0.00359996462	0.00257948737	0.00184828347	0.00132435297	0.000948940372	0.000679945489
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481380945	0.981930199	0.972408894	1.42596698	1.76794479	2.53210796	3.76141762	4.24191546	4.01430106	3.11947082	2.43228017	2.49320183	2.99198979	3.61405357	4.07382038	4.78852441	5.88752659	7.12361314	8.27290739	9.24857765	9.9642969	10.6691452	11.4074648	11.7740934	11.9887635	11.9280419	11.3067581	10.0010185	8.20288292	6.23604596	4.63724624	3.79241303	2.91832335	2.09107005	1.49831717	1.07359116	0.769261683	0.551200082	0.394952117	0.282995558	0.202775178	0.145294764	0.104108248	0.0745968192	0.0534509566	0.038299284	0.0274426361	0.019663508	0.0140895192	0.0100955816	0.00723380035	0.00518324445	0.00371395694	0.00266116643
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21360428	3.10031589	4.47180003	5.15003074	5.97392982	6.61233501	7.55665594	8.79712438	9.34954267	9.20505546	8.36509372	7.714705	7.75300669	8.13929562	8.69476114	9.1923467	9.95861157	11.0773594	12.2986793	13.409775	14.3739441	15.1340458	15.8646577	16.6278533	17.0414487	17.3132728	17.2974722	16.7548279	15.5811232	13.9275031	12.0442608	10.5791655	9.86192299	9.09206178	7.6343471	5.86372569	4.20154305	3.01053715	2.15714413	1.54566131	1.10751472	0.793568977	0.568617019	0.407431898	0.291937712	0.209182511	0.149885819	0.107397882	0.0769539453	0.0551399113	0.0395094729	0.0283097744	0.0202848398	0.0145347228	0.010414584
