0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0421827195	0.129441582	0.0927489466	0.0664575243	0.047618897	0.0341204306	0.0244483569	0.0175180132	0.012552205	0.00899404787	0.00644451691	0.00461769815	0.0033087253	0.00237080528	0.00169875621	0.00121721202	0.000872170521	0.000624937486	0.000447787276	0.000320853604	0.000229901653	0.000164731733	0.000118035444	8.45760917e-005	6.06014178e-005	4.34228134e-005	3.11138054e-005	2.22940157e-005	1.59743603e-005	1.14461293e-005	8.20151005e-006	5.87663874e-006	4.21079566e-006	3.01716693e-006	2.16189458e-006	1.54906515e-006	1.10995369e-006	7.95316569e-007	5.69869223e-007	4.08329142e-007	2.92580615e-007	2.09643171e-007	1.50215896e-007	1.07634393e-007	0.217801778	0.922230177	1.84411174	2.68631017	2.88008505	2.06367111	1.47868497	1.05952408	0.759182176	0.5439778	0.389777126	0.279287515	0.200118249	0.143390991	0.102744135	0.0736193896	0.0527505977	0.0377974549	0.0270830599	0.0194058604	0.0139049066	0.00996330094	0.00713901708	0.00511532927	0.00366529358	0.00262629761	0.00188182447	0.00134838615	0.000966160899	0.000692284535	0.000496043545	0.000355430732	0.000254677248	0.000182484222	0.000130755659	9.36905236e-005	6.71321937e-005	4.81023187e-005	3.44668175e-005	2.46965539e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630958624	1.75488915	2.91972815	3.95058247	4.72052795	5.1010165	5.11565504	4.95535833	4.84979385	4.82997491	4.44179391	3.96629786	3.59539757	3.25688551	2.7625823	2.32245131	1.67946429	1.20338875	0.942773468	0.895175464	0.860452044	0.616540831	0.536241829	0.534006584	0.382632437	0.274168122	0.196450044	0.140762607	0.100860815	0.0722699322	0.0517836693	0.0371046204	0.0265866223	0.0190501473	0.013650027	0.00978067175	0.00700815755	0.00502156431	0.00359810806	0.00257815708	0.00184733027	0.00132366998	0.000948450987	0.000679594828	0.0495308675	0.832483362	2.14298135	3.46281997	4.8594543	6.22590094	7.35482628	7.75883509	7.00473236	5.42078081	4.49973614	3.87387232	3.58450155	3.26821127	2.89967958	2.85961393	2.50008064	2.19815954	1.59648635	1.14393246	0.819663423	0.587314507	0.420829233	0.301537322	0.216060932	0.154814423	0.110929381	0.0794843751	0.0569530435	0.0408086389	0.0292406675	0.0209518538	0.0150126593	0.0107570404	0.00770775627	0.0055228487	0.00395729402	0.00283552507	0.00203174249	0.00145580711	0.00104313138	0.000747436293	0.000535561507
