0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312577491	0.22397156	0.160482635	0.114990833	0.0823945322	0.0590382621	0.0423027633	0.0303112544	0.0217189629	0.0155623169	0.0111508873	0.00798995993	0.00572505646	0.00410218221	0.00293934199	0.00210613057	0.0015091085	0.00108132349	0.000774802137	0.000555169991	0.000397796681	0.000285033777	0.000204235626	0.000146341221	0.000104858067	7.51340879e-005	5.38359265e-005	3.8575127e-005	2.76402863e-005	1.98051306e-005	1.41909962e-005	1.01682931e-005	7.28590036e-006	5.22057573e-006	3.74070597e-006	2.68033295e-006	1.92054248e-006	1.37612882e-006	9.86039389e-007
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05034847	0.752607567	0.539266886	0.386401609	0.276868851	0.198385201	0.142149208	0.101854358	0.0729818368	0.0522937711	0.0374701244	0.0268485173	0.0192378033	0.0137844884	0.00987701755	0.00707719233	0.00507102989	0.0036335517	0.00260355356	0.00186552764	0.00133670897	0.000957793828	0.000686289267	0.000491747748	0.000352352658	0.000252471712	0.000180903887	0.000129623299	9.28791523e-005	6.65508208e-005	4.76857468e-005	3.41683307e-005	2.44826787e-005	1.75426059e-005	1.25698264e-005	9.00667418e-006	6.45356405e-006	4.62418071e-006	3.31337026e-006
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78514871	1.27911495	0.91652591	0.656719511	0.560622341	0.40170346	0.312971879	0.224254151	0.192433644	0.165437483	0.228163437	0.364323136	0.658449835	0.832661768	0.859655229	0.837620663	0.610394838	0.437367014	0.313387159	0.224551712	0.160898333	0.115288693	0.0826079583	0.0591911887	0.04241234	0.0303897696	0.0217752214	0.0156026279	0.0111797714	0.00801065628	0.00573988604	0.00411280807	0.00294695576	0.00211158607	0.00151301753	0.00108412444	0.000776809104	0.000556608045	0.000398827092
