0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17772272	0.127343894	0.0912458871	0.0653805351	0.0468472005	0.033567486	0.0240521547	0.0172341219	0.0915808053	0.0656205145	0.0470191532	0.0336906955	0.0241404382	0.0172973798	0.0123941142	0.00888077091	0.00636335042	0.00455953982	0.00326705304	0.0023409458	0.00167736096	0.00120188165	0.000861185831	0.000617066612	0.000442147548	0.000316812562	0.000227006121	0.000162656993	0.165667126	0.348920218	0.250012261	0.179141613	0.128360575	0.091974371	0.0659025166	0.0472212166	0.0338354802	0.024244181	0.0173717148	0.0124473775	0.00891893575	0.00639069672	0.0045791343	0.0032810931	0.00235100594	0.00168456937	0.0012070467	0.00086488675	0.000619718437	0.000444047664	0.000318174054	0.000227981672	0.000163356006	0.000117049693	8.38697702e-005	6.00953163e-005	4.30601758e-005	3.08539642e-005	2.21078314e-005	1.58409534e-005	1.13505391e-005	8.13301666e-006	5.82756109e-006
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559885205	1.85695357	3.14074577	3.86293076	4.32755069	3.86422044	3.33281862	3.26121259	3.68806233	4.30101165	4.75051864	4.00658298	2.87084215	2.05704829	1.47393951	1.124604	1.05279452	1.20999498	0.970144543	1.15255322	1.54823131	1.93953818	1.81244065	1.9833163	1.96920847	1.98189975	2.15185583	2.38479405	2.5953712	3.13852377	4.12787785	4.86572833	4.84478617	4.23313174	3.03317143	2.1733623	1.55728214	1.11584141	0.799535309	0.572892083	0.410495115	0.294132603	0.210755219	0.151012714	0.108205338	0.0775325123	0.0555544727	0.0398065191	0.0285226173	0.0204373484	0.014644	0.0104928845	0.00751848029	0.00538722654	0.00386011649	0.00276589433	0.00198184989	0.0014200575	0.00101751566	0.000729081829	0.000522409959	0.000374323092	0.000268214216	0.000192183884	0.00013770577
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867992807	2.95480534	5.25794222	7.18739749	8.52845506	9.37984807	9.21537352	8.99033024	9.08605423	9.62862204	10.2759957	10.573891	9.84936863	8.3450047	7.19313691	6.65045842	6.4298696	6.45884599	6.66317301	6.52578897	6.74128031	7.12268593	7.50275594	7.43970306	7.63353853	7.66060798	7.74711854	7.94822303	8.19539954	8.52058551	9.14340035	10.0734073	10.7562593	10.8699804	10.4152682	9.10877403	6.90905795	4.95055635	3.54722863	2.54170038	1.8212079	1.30495249	0.935039315	0.669984946	0.480065191	0.343981741	0.246473687	0.176606114	0.126543811	0.0906726024	0.0649697586	0.0465528663	0.0333565863	0.0239010385	0.0171258424	0.0122712023	0.00879270069	0.00630024535	0.00451432305	0.00323465381	0.00231773074	0.00166072664	0.00118996264	0.000852645488	0.000610947189	0.00043776279
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60234988	5.86114694	8.9336165	11.3637761	13.147915	14.2944285	14.3743668	14.3652726	14.5769246	15.1796175	15.8254425	16.0116558	15.2780984	13.7923433	12.6398548	12.0349289	11.7502825	11.7342262	11.8933236	11.7726151	11.9678228	12.3133124	12.6655822	12.6381284	12.8381694	12.9014718	13.0491908	13.286383	13.5638974	13.9746822	14.6600286	15.5692713	16.240708	16.4605855	16.1368525	14.9576914	12.9388565	10.9047406	9.40535179	7.66381945	5.49136659	3.9347361	2.81936161	2.02016087	1.44750852	1.03718518	0.743175653	0.532508625	0.381559103	0.273399044	0.195898975	0.140367749	0.100577887	0.0720672055	0.0516384092	0.037000537	0.0265120433	0.0189967091	0.0136117369	0.00975323567	0.00698849874	0.00500747816	0.00358801489	0.00257092501	0.00184214827	0.00131995691
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20744864	8.55293102	12.34381	15.2528145	17.4207125	18.8403352	19.1553305	19.3240448	19.6321954	20.2704326	20.9001237	21.0053817	20.2479952	18.7581117	17.5913377	16.9329464	16.5855416	16.5198729	16.6370726	16.5231375	16.6961524	17.0146394	17.3451656	17.3465554	17.5520303	17.6543502	17.8584972	18.1371755	18.4566745	18.9369074	19.675837	20.5886338	21.2762518	21.5867037	21.3788992	20.3342478	18.4983574	16.6518121	15.3296744	13.7269587	11.2433532	8.96116802	6.42095746	4.60081707	3.29662948	2.36213824	1.69254601	1.21276221	0.868982097	0.622652881	0.446150285	0.319680648	0.229061194	0.164129517	0.117603938	0.084266904	0.0603798751	0.0432640711	0.0310000615	0.0222125147	0.0159159623	0.0114042853	0.0081715275	0.00585515531	0.00419540211	0.00300613697
