0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0990108726	0.468328464	0.713333931	1.07559952	0.770700735	0.552231207	0.978805555	1.41734771	1.01557401	0.727690577	0.521413083	0.3736088	0.267702403	0.191817154	0.137442996	0.0984822103	0.417816009	0.722998809	0.740139009	0.734228031	0.61008559	0.708586998	0.50772477	0.670324742	0.480308666	0.636351819	0.884179704	0.633542442	0.453952997	0.613219137	1.11081047	0.795930483	0.570309112	0.408644336	0.292806461	0.269620642	0.193191632	0.220010323	0.34588448	0.412573508	0.295621836	0.292821424	0.275062293	0.197090745	0.14122169	0.101189763	0.0725056333	0.0519525565	0.0372256334	0.0266733319	0.0191122774	0.0136945452	0.00981257042	0.00703101394	0.00503794164	0.00360984292	0.00258656548	0.00185335515	0.001327987	0.000951544263	0.000681811258	0.000488539114	0.000350053572	0.000250824345	0.000179723496	0.000128777512	9.22731197e-005	6.61165794e-005	4.73745993e-005	3.39453837e-005
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230354324	0.819837124	1.47358247	1.76379129	1.83076008	1.96585503	2.4593711	3.54805203	4.6736725	5.46001288	5.97209299	5.71285853	5.30402711	5.69093767	5.97578354	5.25103462	3.76922211	3.3793633	3.72880997	3.82531128	3.98394965	4.32283126	4.73055522	5.32041531	5.8369409	6.04084561	6.15894436	6.11021974	6.17642416	5.76214533	5.84945539	5.33356924	5.56896003	5.83731261	5.68397547	5.62709329	5.96338682	6.37458632	6.16842115	5.86737582	5.66670745	5.54771801	5.70972642	5.84806674	6.07372826	6.34004299	6.54572908	6.53629318	6.56483429	6.48271731	5.65069916	4.96370226	4.21017014	3.48417735	2.81453521	2.34353203	1.67921408	1.20320947	0.862137255	0.617748337	0.442636026	0.317162572	0.227256913	0.162836694	0.11667759	0.0836031462	0.0599042719	0.0429232865	0.0307558787	0.0220375501	0.0157905946	0.0113144555	0.00810716161	0.00580903513	0.00416235556	0.00298245808	0.0021370246
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.749107187	1.86842732	3.00169906	4.2198306	5.46808875	6.60039186	7.2363486	7.53356385	7.80150571	8.35605522	9.36548499	10.4494772	11.1972305	11.5326556	11.1865802	10.7665249	10.9123358	10.9318194	10.1737134	8.82690151	8.50615219	8.88089764	9.05082441	9.26135689	9.62888564	10.0398402	10.5744615	11.0563878	11.265372	11.3819008	11.3265314	11.3366062	10.9719611	10.9405422	10.4954576	10.6605859	10.8576961	10.8383094	10.8802648	11.2435228	11.5502863	11.4456549	11.2611407	11.1587712	11.1213609	11.2760157	11.4838518	11.7709358	12.0825609	12.3443851	12.3910996	12.4333945	12.3160868	11.5427379	10.7739918	9.96588202	9.30053718	8.70660483	8.15526729	7.46706231	6.45696875	5.33535905	4.305821	3.08525556	2.21068221	1.58402302	1.13500209	0.813264537	0.582729504	0.417543935	0.299183303	0.214374204	0.15360583	0.110063386	0.0788638625	0.0565084268	0.0404900571	0.0290123937	0.0207882885	0.0148954596
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66901289	3.69879264	5.66871581	7.42022683	9.07459099	10.5968423	11.9183872	12.6923589	13.0707047	13.3641735	13.9025225	14.8160146	15.8267039	16.508447	16.7050372	16.2796259	15.8265453	15.7983938	15.62921	14.832146	13.5444717	13.2462043	13.6233385	13.8304276	14.0670469	14.4427315	14.843951	15.3287413	15.7726742	15.980093	16.0930352	16.0356056	16.0145602	15.6926825	15.5950924	15.2119756	15.3408139	15.502227	15.5737742	15.6854564	16.0674279	16.3237467	16.2968245	16.1938482	16.1643178	16.1928226	16.3627787	16.6309418	16.9726212	17.326853	17.6347144	17.732032	17.7980665	17.6778335	16.9603139	16.1623313	15.3370759	14.7106063	14.1608118	13.5655681	12.9003293	11.9604768	10.8612641	9.72012272	7.35886989	5.27286069	3.77816978	2.70717694	1.93977704	1.38991099	0.995914741	0.713604095	0.511319677	0.366376559	0.262520276	0.188103997	0.134782404	0.0965758123	0.0691995934	0.0495836753	0.0355282559
